Lottery.pick.1970,Lottery.pick.1971,Month,Month.ordered.picks.1970
0.6712328767123288,0.9120879120879122,0.7272727272727273,0.2727272727272727
0.6904109589041096,0.8543956043956045,0.2727272727272727,0.9090909090909091
0.715068493150685,0.22252747252747254,0.2727272727272727,0.7272727272727273
0.23287671232876714,0.9175824175824177,0.09090909090909091,0.2727272727272727
0.7808219178082192,0.9972527472527473,0.6363636363636364,0.0
0.19178082191780824,0.3543956043956044,0.7272727272727273,0.8181818181818182
0.5917808219178082,0.15109890109890112,0.1818181818181818,0.2727272727272727
0.7315068493150685,0.6950549450549451,0.1818181818181818,0.8181818181818182
0.4054794520547945,0.29120879120879123,0.7272727272727273,0.2727272727272727
0.8712328767123287,0.6071428571428572,0.36363636363636365,0.09090909090909091
0.6301369863013698,0.5521978021978022,0.2727272727272727,0.9999999999999999
0.4602739726027397,0.4285714285714286,0.1818181818181818,0.36363636363636365
0.9753424657534246,0.4038461538461539,0.36363636363636365,0.2727272727272727
0.452054794520548,0.7060439560439561,0.1818181818181818,0.9090909090909091
0.6931506849315069,0.09065934065934066,0.8181818181818182,0.09090909090909091
0.15616438356164386,0.5137362637362638,0.0,0.9090909090909091
0.9698630136986301,0.47252747252747257,0.0,0.5454545454545454
0.24657534246575344,0.06593406593406594,0.09090909090909091,0.8181818181818182
0.6547945205479452,0.6813186813186813,0.9999999999999999,0.1818181818181818
0.18082191780821918,0.005494505494505494,0.5454545454545454,0.7272727272727273
0.19726027397260276,0.7912087912087913,0.4545454545454545,0.1818181818181818
0.42191780821917807,0.7335164835164836,0.36363636363636365,0.9090909090909091
0.13698630136986303,0.19505494505494508,0.9090909090909091,0.2727272727272727
1.0,0.016483516483516484,0.4545454545454545,0.7272727272727273
0.18356164383561646,0.7170329670329672,0.09090909090909091,0.9999999999999999
0.33424657534246577,0.34890109890109894,0.9999999999999999,0.09090909090909091
0.5671232876712329,0.9807692307692308,0.2727272727272727,0.0
0.5424657534246575,0.315934065934066,0.0,0.7272727272727273
0.2821917808219178,0.4450549450549451,0.4545454545454545,0.8181818181818182
0.3232876712328767,0.5631868131868133,0.7272727272727273,0.1818181818181818
0.0054794520547945215,0.5247252747252747,0.9999999999999999,0.09090909090909091
0.9726027397260274,0.9945054945054946,0.4545454545454545,0.1818181818181818
0.6109589041095891,0.7802197802197803,0.0,0.7272727272727273
0.3726027397260274,0.8956043956043956,0.4545454545454545,0.7272727272727273
0.2,0.6428571428571429,0.2727272727272727,0.0
0.07123287671232877,0.9752747252747254,0.5454545454545454,0.9090909090909091
0.5945205479452055,0.4505494505494506,0.2727272727272727,0.0
0.5041095890410959,0.26648351648351654,0.9090909090909091,0.0
0.38082191780821917,0.5054945054945056,0.0,0.7272727272727273
0.7835616438356164,0.03846153846153847,0.5454545454545454,0.09090909090909091
0.8054794520547945,0.9670329670329672,0.36363636363636365,0.4545454545454545
0.3452054794520548,0.027472527472527476,0.9090909090909091,0.36363636363636365
0.5342465753424658,0.40659340659340665,0.8181818181818182,0.36363636363636365
0.23835616438356166,0.5192307692307693,0.5454545454545454,0.09090909090909091
0.5315068493150685,0.6483516483516484,0.7272727272727273,0.1818181818181818
0.6958904109589041,0.5467032967032968,0.7272727272727273,0.6363636363636364
0.8082191780821918,0.33241758241758246,0.36363636363636365,0.2727272727272727
0.5397260273972603,0.2802197802197803,0.6363636363636364,0.5454545454545454
0.5506849315068494,0.7280219780219781,0.8181818181818182,0.36363636363636365
0.09315068493150684,0.07692307692307693,0.36363636363636365,0.9999999999999999
0.2356164383561644,0.21153846153846156,0.8181818181818182,0.0
0.29863013698630136,0.4175824175824176,0.4545454545454545,0.7272727272727273
0.0027397260273972603,0.6675824175824177,0.2727272727272727,0.5454545454545454
0.5534246575342466,0.6895604395604397,0.9090909090909091,0.6363636363636364
0.36986301369863017,0.8681318681318682,0.1818181818181818,0.7272727272727273
0.6465753424657534,0.22802197802197804,0.8181818181818182,0.09090909090909091
0.37534246575342467,0.25000000000000006,0.8181818181818182,0.5454545454545454
0.25753424657534246,0.0027472527472527475,0.9999999999999999,0.8181818181818182
0.536986301369863,0.9780219780219781,0.36363636363636365,0.36363636363636365
0.25205479452054796,0.282967032967033,0.5454545454545454,0.36363636363636365
0.9972602739726028,0.23351648351648355,0.09090909090909091,0.09090909090909091
0.4301369863013699,0.7884615384615385,0.7272727272727273,0.7272727272727273
0.21095890410958906,0.6538461538461539,0.9999999999999999,0.1818181818181818
0.20547945205479454,0.6703296703296704,0.9090909090909091,0.6363636363636364
0.3972602739726028,0.7664835164835165,0.9090909090909091,0.1818181818181818
0.27945205479452057,0.5714285714285715,0.36363636363636365,0.7272727272727273
0.49863013698630143,0.6620879120879122,0.36363636363636365,0.6363636363636364
0.9835616438356165,0.11538461538461539,0.4545454545454545,0.5454545454545454
0.6219178082191781,0.8324175824175825,0.4545454545454545,0.6363636363636364
0.34794520547945207,0.5686813186813188,0.9999999999999999,0.4545454545454545
0.3095890410958904,0.6868131868131869,0.6363636363636364,0.2727272727272727
0.5863013698630137,0.2692307692307693,0.0,0.09090909090909091
0.6821917808219178,0.6153846153846154,0.36363636363636365,0.6363636363636364
0.019178082191780823,0.7252747252747254,0.7272727272727273,0.0
0.9616438356164384,0.6346153846153847,0.6363636363636364,0.9999999999999999
0.8493150684931507,0.2252747252747253,0.6363636363636364,0.7272727272727273
0.3315068493150685,0.38461538461538464,0.1818181818181818,0.5454545454545454
0.9178082191780822,0.1675824175824176,0.2727272727272727,0.4545454545454545
0.463013698630137,0.3296703296703297,0.1818181818181818,0.09090909090909091
0.4657534246575343,0.848901098901099,0.8181818181818182,0.5454545454545454
0.14794520547945206,0.47802197802197804,0.36363636363636365,0.4545454545454545
0.28767123287671237,0.34065934065934067,0.6363636363636364,0.4545454545454545
0.6684931506849315,0.24725274725274726,0.6363636363636364,0.1818181818181818
0.947945205479452,0.041208791208791215,0.09090909090909091,0.36363636363636365
0.016438356164383564,0.5027472527472528,0.8181818181818182,0.1818181818181818
0.6575342465753424,0.2005494505494506,0.8181818181818182,0.1818181818181818
0.8904109589041096,0.543956043956044,0.36363636363636365,0.9090909090909091
0.3863013698630137,0.8763736263736265,0.6363636363636364,0.7272727272727273
0.7726027397260274,0.12087912087912088,0.8181818181818182,0.9090909090909091
0.9780821917808219,0.6456043956043956,0.4545454545454545,0.8181818181818182
0.03835616438356164,0.7032967032967034,0.5454545454545454,0.0
0.8657534246575342,0.7609890109890111,0.1818181818181818,0.4545454545454545
0.31232876712328766,0.07967032967032968,0.5454545454545454,0.9090909090909091
0.15068493150684933,0.07142857142857142,0.9999999999999999,0.2727272727272727
0.4684931506849315,0.46978021978021983,0.5454545454545454,0.09090909090909091
0.9287671232876713,0.3736263736263737,0.2727272727272727,0.8181818181818182
0.06301369863013699,0.45329670329670335,0.8181818181818182,0.5454545454545454
0.7890410958904109,0.2307692307692308,0.5454545454545454,0.4545454545454545
0.7068493150684931,0.6593406593406594,0.1818181818181818,0.4545454545454545
0.5205479452054794,0.30219780219780223,0.2727272727272727,0.5454545454545454
0.010958904109589041,0.9313186813186815,0.8181818181818182,0.09090909090909091
0.9945205479452055,0.8241758241758242,0.36363636363636365,0.9090909090909091
0.0410958904109589,0.39560439560439564,0.9999999999999999,0.36363636363636365
0.5698630136986301,0.5934065934065934,0.4545454545454545,0.9090909090909091
0.16164383561643836,0.3076923076923077,0.4545454545454545,0.9999999999999999
0.021917808219178082,0.6923076923076924,0.9090909090909091,0.5454545454545454
0.9068493150684932,0.8736263736263737,0.1818181818181818,0.9999999999999999
0.29315068493150687,0.03571428571428572,0.1818181818181818,0.6363636363636364
0.8876712328767123,0.27472527472527475,0.0,0.9999999999999999
0.9589041095890412,0.8983516483516484,0.2727272727272727,0.6363636363636364
0.673972602739726,0.8406593406593408,0.4545454545454545,0.9090909090909091
0.8328767123287671,0.3626373626373627,0.0,0.7272727272727273
0.09863013698630137,0.8021978021978022,0.36363636363636365,0.9090909090909091
0.4575342465753425,0.7197802197802199,0.6363636363636364,0.8181818181818182
0.07945205479452054,0.10164835164835165,0.1818181818181818,0.09090909090909091
0.6520547945205479,0.46428571428571436,0.1818181818181818,0.9090909090909091
0.8465753424657534,0.7829670329670331,0.9090909090909091,0.9090909090909091
0.4547945205479452,0.6785714285714286,0.6363636363636364,0.8181818181818182
0.5178082191780822,0.24450549450549453,0.5454545454545454,0.1818181818181818
0.9506849315068493,0.804945054945055,0.9090909090909091,0.36363636363636365
0.904109589041096,0.42582417582417587,0.5454545454545454,0.8181818181818182
0.852054794520548,0.7307692307692308,0.2727272727272727,0.9090909090909091
0.9534246575342465,0.7582417582417583,0.0,0.1818181818181818
0.07671232876712329,0.20879120879120883,0.1818181818181818,0.2727272727272727
0.4958904109589041,0.5274725274725275,0.9090909090909091,0.9999999999999999
0.5808219178082192,0.2142857142857143,0.1818181818181818,0.09090909090909091
0.5835616438356165,0.26373626373626374,0.09090909090909091,0.6363636363636364
0.4109589041095891,0.8296703296703297,0.7272727272727273,0.2727272727272727
0.7095890410958904,0.7225274725274726,0.2727272727272727,0.1818181818181818
0.32602739726027397,0.7774725274725276,0.5454545454545454,0.6363636363636364
0.7342465753424657,0.33791208791208793,0.2727272727272727,0.9999999999999999
0.4712328767123288,0.21703296703296707,0.9999999999999999,0.36363636363636365
0.7506849315068493,0.3186813186813187,0.1818181818181818,0.4545454545454545
0.5753424657534246,0.16208791208791212,0.0,0.36363636363636365
0.578082191780822,0.9148351648351649,0.09090909090909091,0.9090909090909091
0.7698630136986302,0.17032967032967036,0.9090909090909091,0.7272727272727273
0.10684931506849314,0.4670329670329671,0.36363636363636365,0.2727272727272727
0.336986301369863,0.39010989010989017,0.2727272727272727,0.4545454545454545
0.30136986301369867,0.8928571428571429,0.6363636363636364,0.09090909090909091
0.27123287671232876,0.34340659340659346,0.9999999999999999,0.4545454545454545
0.7424657534246576,0.13736263736263737,0.4545454545454545,0.0
0.4273972602739726,0.2994505494505495,0.9999999999999999,0.09090909090909091
0.4465753424657534,0.30494505494505497,0.0,0.1818181818181818
0.10136986301369863,0.9093406593406594,0.8181818181818182,0.9999999999999999
0.4931506849315069,0.3461538461538462,0.09090909090909091,0.9999999999999999
0.057534246575342465,0.8434065934065935,0.4545454545454545,0.36363636363636365
0.9863013698630138,0.06868131868131869,0.36363636363636365,0.9090909090909091
0.3041095890410959,0.5796703296703297,0.36363636363636365,0.8181818181818182
0.5452054794520548,0.5164835164835165,0.1818181818181818,0.8181818181818182
0.36164383561643837,0.5741758241758242,0.36363636363636365,0.36363636363636365
0.6136986301369863,0.7747252747252747,0.7272727272727273,0.6363636363636364
0.1726027397260274,0.14835164835164838,0.4545454545454545,0.09090909090909091
0.7616438356164383,0.15934065934065936,0.5454545454545454,0.0
0.2410958904109589,0.5494505494505495,0.09090909090909091,0.9090909090909091
0.1178082191780822,0.9010989010989012,0.6363636363636364,0.8181818181818182
0.3589041095890411,0.060439560439560454,0.9090909090909091,0.36363636363636365
0.32876712328767127,0.3708791208791209,0.0,0.9999999999999999
0.936986301369863,0.815934065934066,0.1818181818181818,0.4545454545454545
0.24931506849315072,0.3818681318681319,0.0,0.9999999999999999
0.8794520547945206,0.7472527472527474,0.5454545454545454,0.36363636363636365
0.40821917808219177,0.6208791208791209,0.09090909090909091,0.5454545454545454
0.8821917808219178,0.4093406593406594,0.1818181818181818,0.9999999999999999
0.0821917808219178,0.0576923076923077,0.36363636363636365,0.6363636363636364
0.1315068493150685,0.5,0.7272727272727273,0.4545454545454545
0.7397260273972603,0.5906593406593407,0.2727272727272727,0.5454545454545454
0.17808219178082194,0.6978021978021979,0.9090909090909091,0.1818181818181818
0.34246575342465757,0.7445054945054945,0.9090909090909091,0.0
0.7534246575342466,0.6565934065934067,0.36363636363636365,0.8181818181818182
0.7479452054794521,0.6263736263736265,0.4545454545454545,0.6363636363636364
0.9561643835616439,0.881868131868132,0.5454545454545454,0.7272727272727273
0.14246575342465756,0.5302197802197802,0.9999999999999999,0.36363636363636365
0.12602739726027398,0.4587912087912088,0.9090909090909091,0.1818181818181818
0.08767123287671233,0.6016483516483517,0.1818181818181818,0.0
0.6383561643835617,0.3571428571428572,0.8181818181818182,0.9090909090909091
0.736986301369863,0.008241758241758242,0.5454545454545454,0.0
0.6794520547945205,0.17582417582417584,0.4545454545454545,0.5454545454545454
0.8410958904109589,0.02197802197802198,0.36363636363636365,0.7272727272727273
0.863013698630137,0.7005494505494506,0.2727272727272727,0.7272727272727273
0.8986301369863013,0.3928571428571429,0.0,0.6363636363636364
0.20273972602739726,0.42307692307692313,0.36363636363636365,0.0
0.05205479452054794,0.11263736263736264,0.4545454545454545,0.9090909090909091
0.2904109589041096,0.5384615384615385,0.9090909090909091,0.36363636363636365
0.9342465753424658,0.826923076923077,0.8181818181818182,0.8181818181818182
0.4191780821917808,0.9395604395604397,0.6363636363636364,0.9090909090909091
0.8219178082191781,0.36813186813186816,0.4545454545454545,0.36363636363636365
0.2438356164383562,0.3763736263736264,0.2727272727272727,0.4545454545454545
0.22465753424657536,0.8131868131868133,0.2727272727272727,0.8181818181818182
0.9808219178082191,0.8379120879120879,0.8181818181818182,0.1818181818181818
0.7780821917808219,0.5,0.09090909090909091,0.4545454545454545
0.2301369863013699,0.46153846153846156,0.4545454545454545,0.0
0.6767123287671233,0.4752747252747253,0.5454545454545454,0.5454545454545454
0.7232876712328767,0.7362637362637363,0.1818181818181818,0.7272727272727273
0.547945205479452,0.9285714285714286,0.8181818181818182,0.09090909090909091
0.8684931506849315,0.903846153846154,0.0,0.5454545454545454
0.663013698630137,0.01098901098901099,0.8181818181818182,0.36363636363636365
0.5589041095890411,0.1785714285714286,0.09090909090909091,0.0
0.2767123287671233,0.739010989010989,0.6363636363636364,0.4545454545454545
0.0684931506849315,0.9532967032967034,0.9999999999999999,0.0
0.6054794520547946,0.5879120879120879,0.4545454545454545,0.4545454545454545
0.12876712328767126,0.1318681318681319,0.6363636363636364,0.0
0.9643835616438357,0.4203296703296704,0.4545454545454545,0.09090909090909091
0.8027397260273973,0.31318681318681324,0.8181818181818182,0.8181818181818182
0.32054794520547947,0.12912087912087913,0.0,0.5454545454545454
0.008219178082191782,0.7115384615384616,0.09090909090909091,0.6363636363636364
0.4493150684931507,0.8351648351648352,0.9999999999999999,0.6363636363636364
0.6410958904109589,0.14560439560439561,0.0,0.0
0.43561643835616437,0.23901098901098905,0.7272727272727273,0.9090909090909091
0.3178082191780822,0.09615384615384616,0.8181818181818182,0.36363636363636365
0.684931506849315,0.9203296703296704,0.0,0.9999999999999999
0.7041095890410959,0.554945054945055,0.1818181818181818,0.9999999999999999
0.03561643835616438,0.4862637362637363,0.2727272727272727,0.6363636363636364
0.30684931506849317,0.7967032967032968,0.7272727272727273,0.1818181818181818
0.8575342465753425,0.049450549450549455,0.9999999999999999,0.09090909090909091
0.4876712328767123,0.8901098901098902,0.09090909090909091,0.9999999999999999
0.0547945205479452,0.9835164835164836,0.6363636363636364,0.1818181818181818
0.7643835616438356,0.576923076923077,0.0,0.4545454545454545
0.3780821917808219,0.8104395604395606,0.1818181818181818,0.9090909090909091
