year,strip,pdk,damage_rankRJT,damage_rankALL,year_zone_0c,year_zone_0f,year_zone_0m,year_zone_1c,year_zone_1f,year_zone_1m,year_zone_2c,year_zone_2f,year_zone_2m,year_zone_6c,year_zone_6f,year_zone_6m,year_zone_7c,year_zone_7f,year_zone_7m,year_zone_8c,year_zone_8f,year_zone_8m,year_zone_9c,year_zone_9f,year_zone_9m,dry_or_irr_B,dry_or_irr_D,dry_or_irr_O,zone_C,zone_F,zone_M
0.0,0.3333333333333333,0.2,0.0,0.2,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
1.0,1.0,0.4,0.2,0.2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
0.5,0.0,0.2,0.8,0.8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False
0.0,0.2222222222222222,1.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
0.6666666666666679,1.0,0.4,0.8,0.8,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
0.3333333333333339,0.6666666666666665,0.4,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
0.16666666666666785,0.0,0.4,0.4,0.2,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
0.16666666666666785,0.4444444444444445,0.6000000000000001,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
0.16666666666666785,0.4444444444444445,0.4,0.2,0.4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
0.8333333333333339,0.0,0.6000000000000001,1.0,0.8,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
1.0,0.6666666666666665,0.4,1.0,0.8,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
0.6666666666666679,0.4444444444444445,0.6000000000000001,0.2,0.2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
0.16666666666666785,0.2222222222222222,0.6000000000000001,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
0.8333333333333339,0.8888888888888888,0.6000000000000001,0.6000000000000001,0.4,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
0.3333333333333339,1.0,0.2,0.6000000000000001,0.6000000000000001,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False
1.0,0.0,0.2,0.2,0.2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
0.16666666666666785,1.0,1.0,0.4,0.6000000000000001,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False
0.8333333333333339,0.5555555555555556,0.4,0.4,0.2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
0.5,0.8888888888888888,0.2,0.2,0.4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
0.8333333333333339,0.1111111111111111,0.6000000000000001,0.4,0.2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
1.0,0.2222222222222222,0.6000000000000001,0.2,0.2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0.0,1.0,0.2,0.2,0.2,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
0.5,0.2222222222222222,0.6000000000000001,0.8,0.8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False
0.8333333333333339,0.1111111111111111,0.4,0.2,0.2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
0.8333333333333339,0.0,0.4,0.4,0.4,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
0.8333333333333339,0.4444444444444445,0.6000000000000001,0.4,0.4,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
0.6666666666666679,0.0,0.2,1.0,1.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
0.8333333333333339,1.0,0.6000000000000001,0.4,0.2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
0.0,1.0,0.6000000000000001,0.6000000000000001,0.6000000000000001,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
0.5,0.0,0.8,0.4,0.8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False
0.0,1.0,0.4,0.6000000000000001,0.8,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
0.6666666666666679,0.6666666666666665,0.2,0.0,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
0.5,0.8888888888888888,0.6000000000000001,0.4,0.2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
0.8333333333333339,0.5555555555555556,0.6000000000000001,0.6000000000000001,0.4,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
0.5,1.0,0.4,0.4,0.2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
0.6666666666666679,0.2222222222222222,0.4,0.4,0.6000000000000001,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
0.6666666666666679,0.2222222222222222,0.2,0.2,0.2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0.6666666666666679,0.3333333333333333,0.6000000000000001,0.6000000000000001,0.8,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
0.0,0.2222222222222222,0.4,0.0,0.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
1.0,1.0,0.8,0.6000000000000001,0.6000000000000001,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
0.6666666666666679,0.1111111111111111,0.4,0.4,0.4,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
0.5,0.2222222222222222,0.4,0.6000000000000001,0.4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False
1.0,0.5555555555555556,0.4,0.4,0.4,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
0.16666666666666785,0.5555555555555556,0.8,0.6000000000000001,0.2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
0.8333333333333339,0.3333333333333333,0.4,0.2,0.4,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
0.6666666666666679,0.8888888888888888,0.4,0.4,0.4,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
0.6666666666666679,0.8888888888888888,0.6000000000000001,0.8,0.8,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
0.0,0.5555555555555556,0.2,0.4,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
0.8333333333333339,0.8888888888888888,0.2,0.6000000000000001,0.4,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
0.8333333333333339,0.8888888888888888,0.4,0.6000000000000001,0.6000000000000001,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
0.0,0.2222222222222222,0.6000000000000001,0.2,0.2,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
0.16666666666666785,0.4444444444444445,0.2,0.4,0.6000000000000001,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
1.0,0.2222222222222222,0.4,0.4,0.4,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
0.8333333333333339,0.3333333333333333,0.2,0.6000000000000001,0.4,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
0.6666666666666679,0.4444444444444445,0.4,1.0,1.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
0.8333333333333339,0.6666666666666665,0.4,0.6000000000000001,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
1.0,0.3333333333333333,0.4,0.8,0.8,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
0.3333333333333339,0.5555555555555556,0.8,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
0.6666666666666679,0.8888888888888888,0.2,0.8,0.4,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
0.5,0.0,0.6000000000000001,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False
1.0,0.8888888888888888,0.4,0.8,0.8,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
0.16666666666666785,1.0,0.4,0.6000000000000001,0.4,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False
0.3333333333333339,0.2222222222222222,0.4,0.4,0.4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
0.5,0.6666666666666665,0.4,0.2,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True
1.0,0.0,0.8,0.6000000000000001,0.6000000000000001,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
0.5,0.8888888888888888,0.4,0.6000000000000001,0.6000000000000001,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
