Number_seasons,Games_played,At_bats,Runs,Hits,Doubles,Triples,Home_runs,RBIs,Walks,Strikeouts,Batting_average,On_base_pct,Slugging_pct,Fielding_ave,Position_Catcher,Position_Designated_hitter,Position_First_base,Position_Outfield,Position_Second_base,Position_Shortstop,Position_Third_base
0.125,0.2890122735242548,0.26519817404535906,0.24168912848158136,0.2259980988593156,0.20865139949109415,0.08737864077669903,0.17218543046357615,0.18101933216168717,0.15939185875429135,0.3534847901424721,0.4585365853658536,0.439446366782007,0.4314928425357874,0.8611111111111107,False,False,False,True,False,False,False
0.3125,0.5116890707188778,0.47387870444170715,0.3728661275831087,0.4137357414448669,0.450381679389313,0.10679611650485438,0.3390728476821192,0.42662565905096655,0.2511034820990682,0.5232961108971891,0.4975609756097561,0.439446366782007,0.4867075664621678,0.6722222222222216,False,False,False,False,False,False,True
0.4375,0.47925189947399177,0.4128686327077748,0.2596585804132974,0.35979087452471487,0.2964376590330789,0.10679611650485438,0.08079470198675497,0.24165202108963094,0.213339872486513,0.2857142857142857,0.4975609756097561,0.4290657439446366,0.294478527607362,0.8944444444444439,False,False,False,False,True,False,False
0.0,0.1808883693746347,0.14267082095500327,0.10332434860736747,0.11097908745247148,0.07888040712468194,0.05825242718446602,0.007947019867549669,0.08304042179261863,0.07552721922511035,0.07585675779745861,0.34634146341463423,0.3391003460207611,0.1758691206543967,0.4833333333333334,False,False,False,False,False,True,False
0.625,0.5920514319111629,0.5553945366277807,0.39892183288409705,0.5349334600760456,0.4936386768447837,0.34951456310679613,0.10463576158940398,0.4644112478031634,0.27513487003433057,0.15787447054293416,0.6292682926829267,0.5086505190311419,0.4008179959100206,0.9611111111111112,False,False,True,False,False,False,False
0.125,0.23290473407364115,0.22838924715600323,0.22371967654986524,0.24405893536121676,0.2506361323155216,0.16181229773462785,0.04105960264900662,0.2038664323374341,0.08288376655223148,0.07662687716596073,0.7560975609756098,0.5570934256055362,0.4723926380368099,0.9666666666666668,False,False,True,False,False,False,False
0.0,0.18322618351841027,0.1567277733497573,0.20080862533692725,0.16112167300380226,0.16157760814249364,0.1650485436893204,0.06622516556291391,0.14015817223198596,0.15399705738106917,0.11936850211782826,0.6829268292682926,0.6955017301038062,0.5296523517382414,0.7944444444444443,False,False,False,True,False,False,False
0.1875,0.4260666277030976,0.3491775958263894,0.26280323450134774,0.29039923954372626,0.2786259541984733,0.12944983818770228,0.1337748344370861,0.25702987697715285,0.33398724865129964,0.32845591066615326,0.4341463414634146,0.5259515570934254,0.3456032719836401,0.7833333333333332,False,False,False,False,False,True,False
0.0625,0.13676212741087085,0.08716759655097457,0.06783468104222821,0.0724809885931559,0.06743002544529263,0.03236245954692557,0.060927152317880796,0.06370826010544815,0.07503678273663561,0.11359260685406238,0.3999999999999999,0.44636678200692037,0.3905930470347649,0.9222222222222225,True,False,False,False,False,False,False
0.0,0.15137346580946814,0.12397652344033043,0.08265947888589398,0.09885931558935361,0.08778625954198474,0.025889967637540454,0.09668874172185431,0.10808435852372582,0.040215792054928895,0.1347708894878706,0.36585365853658525,0.2802768166089966,0.39468302658486715,0.8833333333333329,False,False,False,True,False,False,False
0.1875,0.31502045587375804,0.2816462575175712,0.2803234501347709,0.27423954372623577,0.3256997455470738,0.16181229773462785,0.052980132450331126,0.18848857644991213,0.22069641981363416,0.11089718906430496,0.6292682926829267,0.6089965397923875,0.4212678936605317,0.8555555555555552,False,False,False,True,False,False,False
0.0,0.1636469900642899,0.10549960147815376,0.06693620844564241,0.09624524714828897,0.07633587786259542,0.1197411003236246,0.007947019867549669,0.07469244288224955,0.09759686120647376,0.06815556411243742,0.5073170731707317,0.5432525951557092,0.32106339468302664,0.8611111111111107,True,False,False,False,False,False,False
0.125,0.26417299824663937,0.299543511339758,0.3342318059299192,0.2870722433460076,0.24936386768447838,0.284789644012945,0.03708609271523179,0.273725834797891,0.1015203531142717,0.06815556411243742,0.6097560975609755,0.44636678200692037,0.3905930470347649,0.344444444444445,False,False,False,False,False,True,False
0.1875,0.4956165984804208,0.476342294036664,0.3755615453728662,0.4629277566539924,0.4910941475826972,0.3786407766990291,0.05695364238410596,0.4160808435852372,0.24325649828347232,0.1386214863303812,0.6390243902439023,0.5224913494809686,0.4130879345603273,0.7777777777777777,False,False,False,False,True,False,False
0.0625,0.20835768556399767,0.16672704876458228,0.09703504043126684,0.1318916349809886,0.13104325699745548,0.02912621359223301,0.06490066225165562,0.11291739894551844,0.09465424227562531,0.16249518675394686,0.36585365853658525,0.3564013840830449,0.2924335378323108,0.7722222222222221,False,False,False,False,False,True,False
0.0,0.18877849210987727,0.14230852836750962,0.11141060197663971,0.11834600760456275,0.13358778625954199,0.016181229773462785,0.12317880794701987,0.1313708260105448,0.09710642471799902,0.16172506738544473,0.41463414634146334,0.42560553633218,0.4621676891615542,0.916666666666667,True,False,False,False,False,False,False
0.5,0.5166569257744008,0.4269255851025288,0.37960467205750226,0.3911596958174905,0.33969465648854963,0.18446601941747573,0.26887417218543047,0.3818101933216168,0.3285924472780775,0.28532922603003463,0.5609756097560976,0.560553633217993,0.4846625766871166,0.7000000000000002,False,False,False,False,False,False,True
0.0625,0.21449444769140852,0.14890225345989422,0.10512129380053908,0.13783269961977185,0.10432569974554708,0.03559870550161812,0.05827814569536424,0.09182776801405974,0.06817067189798921,0.11205236811705814,0.5414634146341464,0.439446366782007,0.35991820040899797,0.822222222222222,False,False,False,False,False,True,False
0.3125,0.4532437171244886,0.40388377653793206,0.344115004492363,0.345532319391635,0.31297709923664124,0.10679611650485438,0.25165562913907286,0.34753954305799645,0.36194212849435997,0.20831728917982287,0.47317073170731705,0.5224913494809686,0.42740286298568514,0.7944444444444443,False,False,False,False,False,False,True
0.25,0.27790765634132086,0.27447286428519674,0.2129380053908356,0.24263307984790877,0.24173027989821882,0.10679611650485438,0.026490066225165563,0.20738137082601055,0.14320745463462484,0.09279938390450519,0.5073170731707317,0.4290657439446366,0.2924335378323108,0.8666666666666663,False,False,False,False,True,False,False
0.875,0.8459964932787842,0.8102311426708211,1.0000000000000002,0.9840779467680608,0.9134860050890585,0.9546925566343043,0.15496688741721854,0.8418277680140598,0.6042177538008828,0.13746630727762804,1.0,0.8269896193771626,0.6359918200409,0.7833333333333332,False,False,False,True,False,False,False
0.25,0.33869082407948564,0.2838200130425332,0.2353998203054807,0.2666349809885932,0.22264631043256997,0.1423948220064725,0.05033112582781457,0.1977152899824253,0.22265816576753314,0.19175972275702732,0.5853658536585367,0.560553633217993,0.35173824130879355,0.7388888888888889,False,False,False,False,False,False,True
0.125,0.2857977790765634,0.25230055793058476,0.17565139263252472,0.21292775665399238,0.18702290076335878,0.10032362459546926,0.11390728476821192,0.19244288224956063,0.09906817067189799,0.10666153253754332,0.448780487804878,0.3529411764705881,0.36400817995910023,0.9500000000000002,False,False,True,False,False,False,False
0.0625,0.3220338983050847,0.31077458155206145,0.25157232704402516,0.280893536121673,0.1412213740458015,0.22006472491909387,0.02913907284768212,0.1757469244288225,0.2050024521824424,0.1716155587449388,0.5365853658536586,0.4948096885813149,0.28629856850715757,0.6888888888888891,False,False,False,True,False,False,False
0.4375,0.5911747516072472,0.5436562567929861,0.3364779874213837,0.467680608365019,0.366412213740458,0.20064724919093851,0.1827814569536424,0.36555360281195076,0.21088769004413932,0.2718521370812476,0.48292682926829267,0.37370242214532867,0.33946830265848676,0.9055555555555559,False,False,False,False,True,False,False
0.3125,0.4064874342489772,0.3335265560466633,0.2946990116801438,0.3120247148288974,0.27989821882951654,0.18122977346278318,0.08211920529801324,0.18189806678383127,0.23933300637567437,0.19522525991528686,0.5804878048780489,0.5432525951557092,0.38241308793456036,0.9611111111111112,False,False,False,True,False,False,False
0.0,0.17329047340736412,0.10796319107311066,0.09074573225516622,0.09505703422053231,0.08524173027989823,0.02912621359223301,0.059602649006622516,0.0953427065026362,0.06964198136341344,0.09433962264150943,0.46829268292682924,0.44290657439446357,0.3803680981595093,0.7722222222222221,False,False,False,True,False,False,False
0.1875,0.4330800701344243,0.39634809071806393,0.31536388140161725,0.33769011406844107,0.26717557251908397,0.1779935275080906,0.10331125827814569,0.21309314586994726,0.14565963707699855,0.31266846361185985,0.46829268292682924,0.3598615916955017,0.3149284253578732,0.8444444444444441,False,False,False,False,True,False,False
0.0625,0.3173582700175336,0.34519237736395914,0.34366576819407013,0.3248574144486692,0.28880407124681934,0.13915857605177995,0.02781456953642384,0.15641476274165203,0.2005885237861697,0.11436272622256449,0.5902439024390242,0.5086505190311419,0.32106339468302664,0.833333333333333,False,False,False,True,False,False,False
0.0625,0.3047925189947399,0.24469241359321786,0.24618149146451035,0.19177756653992395,0.13104325699745548,0.15857605177993528,0.02781456953642384,0.10456942003514938,0.24717999019127027,0.36888717751251443,0.36585365853658525,0.48096885813148793,0.22290388548057266,0.9222222222222225,False,False,False,True,False,False,False
0.25,0.27264757451782584,0.23491051373088906,0.1473495058400719,0.1953422053231939,0.09541984732824428,0.11326860841423948,0.007947019867549669,0.12390158172231984,0.08043158410985778,0.012706969580284944,0.42926829268292677,0.37024221453287187,0.196319018404908,0.8111111111111109,True,False,False,False,False,False,False
0.0,0.11630625365283459,0.10049996377074126,0.06154537286612759,0.07937262357414449,0.059796437659033086,0.025889967637540454,0.033112582781456956,0.05492091388400702,0.050514958312898484,0.0889487870619946,0.35121951219512204,0.3356401384083043,0.24539877300613505,0.9222222222222225,True,False,False,False,False,False,False
0.5625,0.6946230274693161,0.6751684660531846,0.6159029649595688,0.6922528517110266,0.5750636132315522,1.0,0.12847682119205298,0.6608084358523726,0.3643943109367337,0.040046207162110124,0.7219512195121951,0.5813148788927336,0.5132924335378324,0.8055555555555554,False,False,False,True,False,False,False
0.375,0.4491525423728813,0.3835953916382871,0.367026055705301,0.34125475285171103,0.3384223918575064,0.1941747572815534,0.31125827814569534,0.4072934973637961,0.3840117704757234,0.3188294185598768,0.5219512195121951,0.5916955017301038,0.5398773006134971,0.8833333333333329,False,False,False,True,False,False,False
0.3125,0.4701928696668614,0.4405477863922904,0.48472596585804134,0.42775665399239543,0.3994910941475827,0.255663430420712,0.4649006622516556,0.4824253075571177,0.4301128003923492,0.5991528686946477,0.6390243902439023,0.6470588235294117,0.6809815950920248,0.9388888888888891,False,False,True,False,False,False,False
0.125,0.29544126241963764,0.2862111441199913,0.2542677448337826,0.24405893536121676,0.24681933842239184,0.20711974110032363,0.051655629139072845,0.1625659050966608,0.14320745463462484,0.17096649980747014,0.46341463414634143,0.39446366782006925,0.32924335378323116,0.7999999999999998,False,False,False,False,True,False,False
0.375,0.39187609585037986,0.4348235635098906,0.47753818508535495,0.43559885931558934,0.46055979643765904,0.27184466019417475,0.07417218543046358,0.320738137082601,0.17116233447768517,0.11705814401232191,0.6829268292682926,0.5155709342560555,0.4335378323108385,0.3722222222222227,False,False,False,True,False,False,False
0.0,0.2483927527761543,0.22701253532352728,0.1702605570530099,0.1891634980988593,0.09287531806615777,0.0970873786407767,0.006622516556291391,0.11247803163444639,0.10593428151054439,0.06969580284944166,0.42926829268292677,0.36678200692041507,0.19222903885480574,0.6777777777777771,False,False,False,False,False,False,True
0.375,0.4377556984219754,0.40069560176798785,0.3144654088050315,0.3640684410646388,0.361323155216285,0.26537216828478966,0.07947019867549669,0.312829525483304,0.2143207454634625,0.22448979591836735,0.5463414634146342,0.47404844290657433,0.37218813905930476,0.916666666666667,False,False,True,False,False,False,False
0.4375,0.5280537697253067,0.41953481631765815,0.339622641509434,0.34814638783269963,0.35114503816793896,0.1779935275080906,0.17748344370860927,0.26318101933216165,0.21186856302108878,0.33769734308817867,0.4341463414634146,0.38408304498269885,0.3701431492842537,0.9333333333333336,False,False,False,True,False,False,False
0.0,0.24459380479251897,0.15904644590971667,0.09793351302785265,0.12286121673003801,0.06997455470737914,0.06796116504854369,0.017218543046357615,0.07952548330404217,0.12457086807258459,0.10473623411628802,0.3414634146341464,0.39792387543252583,0.17995910020449896,0.8944444444444439,False,False,False,False,True,False,False
0.4375,0.5417884278199883,0.532062893993189,0.5651392632524708,0.5187737642585551,0.33587786259541985,0.24919093851132687,0.02913907284768212,0.2930579964850615,0.42030407062285435,0.016557566422795534,0.648780487804878,0.6124567474048443,0.32106339468302664,0.9055555555555559,False,False,True,False,False,False,False
0.375,0.29427235534774987,0.24599666690819505,0.15408805031446543,0.17324144486692017,0.14376590330788805,0.10679611650485438,0.02781456953642384,0.15685413005272408,0.07503678273663561,0.0,0.25365853658536586,0.2076124567474048,0.16359918200409002,0.8666666666666663,True,False,False,False,False,False,False
0.125,0.347749853886616,0.3439605825664807,0.22866127583108717,0.30964828897338403,0.2786259541984733,0.24271844660194175,0.017218543046357615,0.27065026362038663,0.10004904364884748,0.015787447054293417,0.5317073170731708,0.3806228373702423,0.3108384458077709,0.9055555555555559,False,False,True,False,False,False,False
0.0625,0.13237872589129165,0.10035504673574379,0.05660377358490566,0.08602661596958175,0.06361323155216285,0.006472491909385114,0.018543046357615896,0.046133567662565905,0.06081412457086808,0.05737389295340778,0.4341463414634146,0.40484429065743943,0.229038854805726,0.927777777777778,True,False,False,False,False,False,False
0.3125,0.48363530099357094,0.46735743786682127,0.3867924528301887,0.4767110266159696,0.4821882951653944,0.16181229773462785,0.10331125827814569,0.3730228471001757,0.2962236390387445,0.1105121293800539,0.7073170731707317,0.602076124567474,0.43558282208588955,0.8277777777777775,False,False,False,False,False,False,True
0.1875,0.3135593220338983,0.29063111368741396,0.24483378256963167,0.2728136882129278,0.2251908396946565,0.10679611650485438,0.12317880794701987,0.22100175746924428,0.1682197155468367,0.27031189834424335,0.5853658536585367,0.5121107266435987,0.41513292433537846,0.8777777777777773,False,False,False,True,False,False,False
0.125,0.2749853886616014,0.2702702702702703,0.20575022461814918,0.26806083650190116,0.2684478371501272,0.2977346278317152,0.0781456953642384,0.26054481546572933,0.06669936243256498,0.1716155587449388,0.6536585365853658,0.47058823529411775,0.48875255623721886,0.822222222222222,False,False,True,False,False,False,False
0.125,0.24722384570426653,0.2549090645605391,0.1922731356693621,0.19153992395437264,0.13486005089058523,0.1650485436893204,0.009271523178807948,0.09138840070298769,0.07111329082883766,0.07200616095494801,0.3219512195121952,0.23183391003460208,0.17995910020449896,0.5166666666666666,False,False,False,False,True,False,False
0.25,0.3147282291057861,0.210057242228824,0.13027852650494162,0.19320342205323193,0.17557251908396948,0.06472491909385114,0.038410596026490065,0.14630931458699473,0.10740559097596862,0.1105121293800539,0.5463414634146342,0.45674740484429077,0.3231083844580777,0.833333333333333,False,False,False,True,False,False,False
0.4375,0.5695499707773232,0.46757481341931745,0.46091644204851756,0.4211026615969582,0.29898218829516543,0.13268608414239483,0.49933774834437084,0.4753954305799648,0.5031878371750859,0.42010011551790527,0.5365853658536586,0.6332179930795847,0.5869120654396729,0.9555555555555557,False,False,True,False,False,False,False
0.125,0.2744009351256575,0.2021592638214622,0.10017969451931716,0.157319391634981,0.11704834605597965,0.0744336569579288,0.0728476821192053,0.1344463971880492,0.18146150073565476,0.15517905275317673,0.35121951219512204,0.44982698961937717,0.2740286298568508,0.927777777777778,True,False,False,False,False,False,False
0.0625,0.16715371127995324,0.10629664517063982,0.06558849955076371,0.08650190114068441,0.050890585241730284,0.07766990291262137,0.01456953642384106,0.05448154657293497,0.05247670426679746,0.09010396611474779,0.3853658536585365,0.3460207612456747,0.23108384458077708,0.7555555555555555,False,False,False,False,False,True,False
0.3125,0.4815897136177673,0.4706180711542642,0.5211141060197664,0.4448669201520913,0.2544529262086514,0.24271844660194175,0.02781456953642384,0.26801405975395426,0.392349190779794,0.005775895263765884,0.6048780487804877,0.602076124567474,0.29856850715746425,0.7999999999999998,False,False,False,True,False,False,False
0.0,0.1662770309760374,0.12448373306282155,0.07816711590296496,0.1088403041825095,0.07760814249363869,0.045307443365695796,0.007947019867549669,0.09402460456942002,0.09269249632172634,0.022718521370812476,0.46829268292682924,0.48442906574394473,0.23108384458077708,0.8388888888888886,True,False,False,False,False,False,False
0.0,0.298947983635301,0.31577421925947396,0.3836477987421384,0.27661596958174905,0.20865139949109415,0.18122977346278318,0.02781456953642384,0.1625659050966608,0.24914173614516924,0.05198305737389295,0.4975609756097561,0.5224913494809686,0.2801635991820041,0.42777777777777803,False,False,False,False,False,False,True
0.0,0.28404441846873174,0.27135714803275124,0.21832884097035044,0.23930608365019013,0.1921119592875318,0.0970873786407767,0.3019867549668874,0.3172231985940246,0.1392839627268269,0.36850211782826336,0.5024390243902439,0.4325259515570934,0.5889570552147241,0.9000000000000004,False,False,True,False,False,False,False
0.0,0.24868497954412622,0.252228099413086,0.2349505840071878,0.26116920152091255,0.24173027989821882,0.17152103559870552,0.09536423841059602,0.21441124780316345,0.0716037273173124,0.07277628032345013,0.7121951219512195,0.5086505190311419,0.5010224948875257,0.8611111111111107,False,False,False,True,False,False,False
0.125,0.3562244301578024,0.3337439315991595,0.31356693620844567,0.33911596958174905,0.2913486005089059,0.3786407766990291,0.0847682119205298,0.2930579964850615,0.25404610102991665,0.09780515979976896,0.697560975609756,0.6228373702422145,0.48875255623721886,0.7944444444444443,False,False,False,True,False,False,False
0.0,0.21069549970777324,0.17462502717194406,0.20350404312668466,0.17538022813688214,0.1895674300254453,0.13268608414239483,0.07682119205298013,0.15246045694200352,0.1598822952427661,0.14208702348864075,0.6536585365853658,0.6435986159169551,0.5092024539877302,0.8833333333333329,False,False,False,True,False,False,False
0.3125,0.5005844535359438,0.5064125787986379,0.5247079964061095,0.4821768060836502,0.4529262086513995,0.34951456310679613,0.054304635761589407,0.25922671353251314,0.41932319764590487,0.21755872160184828,0.6146341463414633,0.5951557093425606,0.37423312883435594,0.833333333333333,False,False,False,True,False,False,False
0.375,0.36586791350087666,0.28816752409245705,0.13971248876909256,0.2552281368821293,0.20865139949109415,0.1423948220064725,0.06225165562913907,0.22144112478031633,0.12947523295733204,0.1601848286484405,0.5073170731707317,0.41176470588235303,0.3251533742331289,0.8944444444444439,True,False,False,False,False,False,False
0.1875,0.3901227352425482,0.3434533729439896,0.321203953279425,0.3248574144486692,0.272264631043257,0.13915857605177995,0.2675496688741722,0.34446397188049205,0.3501716527709662,0.13708124759337698,0.5951219512195121,0.6332179930795847,0.5419222903885481,0.916666666666667,False,False,False,True,False,False,False
0.5625,0.640561075394506,0.6219114556916167,0.504492362982929,0.6062262357414449,0.5521628498727735,0.13915857605177995,0.36026490066225164,0.5654657293497364,0.22658165767533106,0.3862148633038121,0.648780487804878,0.48096885813148793,0.5010224948875257,0.9777777777777779,False,False,True,False,False,False,False
0.5625,0.6507890122735241,0.6506774871386132,0.5655884995507637,0.62143536121673,0.4440203562340967,0.36245954692556637,0.046357615894039736,0.3378734622144112,0.34428641490926926,0.08317289179822872,0.6195121951219511,0.5363321799307958,0.33128834355828224,0.9111111111111114,False,False,False,False,True,False,False
0.25,0.4222676797194623,0.3329468879066734,0.22102425876010784,0.27519011406844107,0.2340966921119593,0.1423948220064725,0.13774834437086092,0.23154657293497363,0.2599313388916135,0.2606854062379669,0.42926829268292677,0.46712802768166095,0.3476482617586913,0.9388888888888891,True,False,False,False,False,False,False
0.375,0.4187609585037989,0.34591696253894644,0.2538185085354897,0.29182509505703425,0.22010178117048346,0.05825242718446602,0.2370860927152318,0.27943760984182775,0.19960765080922022,0.18367346938775508,0.4536585365853658,0.4186851211072664,0.41513292433537846,0.9388888888888891,True,False,False,False,False,False,False
0.5625,0.6206896551724137,0.5067024128686328,0.2960467205750225,0.42538022813688214,0.37786259541984735,0.08414239482200647,0.1390728476821192,0.35369068541300525,0.31682197155468367,0.23411628802464382,0.4536585365853658,0.4290657439446366,0.29652351738241306,0.9222222222222225,True,False,False,False,False,False,False
0.3125,0.5987726475745178,0.5878559524672126,0.5849056603773585,0.6002851711026616,0.39567430025445294,0.3527508090614887,0.038410596026490065,0.24824253075571176,0.579205492888671,0.21986907970735464,0.7170731707317073,0.7024221453287198,0.3701431492842537,0.9055555555555559,False,False,False,True,False,False,False
0.0,0.2846288720046756,0.29628287805231507,0.2533692722371968,0.2552281368821293,0.16666666666666666,0.16828478964401294,0.011920529801324502,0.14630931458699473,0.12408043158410985,0.1716155587449388,0.47317073170731705,0.40138408304498263,0.24335378323108386,0.5277777777777777,False,False,False,False,False,False,True
0.125,0.39099941554646406,0.4114194623578002,0.3647798742138365,0.3666825095057034,0.24045801526717558,0.3074433656957929,0.05033112582781457,0.22407732864674867,0.13339872486513,0.09896033885252215,0.5219512195121951,0.3771626297577855,0.30879345603271985,0.8555555555555552,False,False,False,False,True,False,False
0.0625,0.16393921683226184,0.18730526773422218,0.16486972147349507,0.16468631178707221,0.1450381679389313,0.11003236245954694,0.007947019867549669,0.07996485061511423,0.025993133889161357,0.0496726992683866,0.4878048780487805,0.31141868512110715,0.2719836400817997,0.35555555555555607,False,False,False,False,False,False,True
0.125,0.23728813559322032,0.10165930005072096,0.07906558849955077,0.08602661596958175,0.07251908396946566,0.022653721682847898,0.02913907284768212,0.07249560632688927,0.10642471799901913,0.053908355795148244,0.42439024390243896,0.5086505190311419,0.2719836400817997,0.9722222222222223,False,False,True,False,False,False,False
