LOCATION,LANES,RIVER_A,RIVER_M,RIVER_O,RIVER_Y,ERECTED_CRAFTS,ERECTED_EMERGING,ERECTED_MATURE,ERECTED_MODERN,PURPOSE_AQUEDUCT,PURPOSE_HIGHWAY,PURPOSE_RR,PURPOSE_WALK,LENGTH_LONG,LENGTH_MEDIUM,LENGTH_SHORT,CLEAR-G_G,CLEAR-G_N,T-OR-D_DECK,T-OR-D_THROUGH,MATERIAL_IRON,MATERIAL_STEEL,MATERIAL_WOOD,SPAN_LONG,SPAN_MEDIUM,SPAN_SHORT,REL-L_F,REL-L_S,REL-L_S-F
0.058823529411764705,0.2,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,True
0.5098039215686274,0.2,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False
0.411764705882353,0.2,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False,True,False,False
0.6274509803921569,0.6000000000000001,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,True,False,False,True,False,False,True,False,False,False,True
0.7254901960784313,0.3260869565217392,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False
0.8039215686274509,0.3260869565217392,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,True,False,False,True,False,True,False,False
0.45098039215686275,0.6000000000000001,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,True,False
0.45098039215686275,1.0000000000000002,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,True,False,False,True,False,True,False,False
0.47058823529411764,0.2,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,True,False
0.5490196078431372,0.2,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False,True,False
