rectal_temperature,pulse,respiratory_rate,nasogastric_reflux_PH,packed_cell_volume,total_protein,abdomcentesis_total_protein,surgery_no,surgery_yes,Age_adult,Age_young,temp_extremities_cold,temp_extremities_cool,temp_extremities_normal,temp_extremities_warm,peripheral_pulse_absent,peripheral_pulse_increased,peripheral_pulse_normal,peripheral_pulse_reduced,mucous_membranes_bright pink,mucous_membranes_bright red,mucous_membranes_dark cyanotic,mucous_membranes_normal pink,mucous_membranes_pale cyanotic,mucous_membranes_pale pink,capillary_refill_time_<3,capillary_refill_time_>=3,capillary_refill_time_meaning unknown,pain_alert no pain,pain_continuous severe pain,pain_depressed,pain_intermittent mild pain,pain_intermittent severe pain,peristalsis_absent,peristalsis_hypermotile,peristalsis_hypomotile,peristalsis_normal,abdominal_distension_moderate,abdominal_distension_none,abdominal_distension_severe,abdominal_distension_slight,nasogastric_tube_none,nasogastric_tube_significant,nasogastric_tube_slight,nasogastric_reflux_<1l,nasogastric_reflux_>1l,nasogastric_reflux_none,rectal_examination_absent,rectal_examination_decreased,rectal_examination_increased,rectal_examination_normal,abdomen_distended large intestine,abdomen_distended small intestine,abdomen_firm feces in large intestine,abdomen_normal,abdomen_other,abdominocentesis_appearance_clear,abdominocentesis_appearance_cloudy,abdominocentesis_appearance_serosanguinous,outcome_died,outcome_euthanized,outcome_lived
0.5740740740740744,0.06493506493506496,0.09090909090909091,0.5283091787439614,0.4647887323943662,0.7432905484247374,0.28481203007518796,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True
0.5063792889879846,0.31168831168831174,0.1818181818181818,0.5283091787439614,0.5492957746478873,0.6849474912485414,0.19,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False
0.5063792889879846,0.038961038961038974,0.2727272727272727,0.4,0.5211267605633803,0.03033838973162195,0.28481203007518796,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False
0.518518518518519,0.27272727272727276,0.11363636363636365,0.5283091787439614,0.4366197183098592,0.03617269544924155,0.28481203007518796,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True
0.518518518518519,0.16883116883116883,0.36363636363636365,0.8666666666666667,0.6056338028169014,0.04550758459743291,0.24,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True
0.48148148148148184,0.07792207792207795,0.04545454545454544,0.5283091787439614,0.4647887323943662,0.029171528588098017,0.28481203007518796,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True
0.5370370370370363,0.06493506493506496,0.11363636363636365,0.5283091787439614,0.5492957746478873,0.03033838973162195,0.28481203007518796,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True
0.5063792889879846,0.19480519480519481,0.25,0.5283091787439614,0.5774647887323944,0.7782963827304551,0.19,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True
0.7222222222222223,0.26465785676311987,0.2559305172941537,0.4,0.9999999999999999,0.25053765371151604,0.42,False,True,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False
0.3888888888888893,0.3766233766233767,0.13636363636363638,0.5283091787439614,0.4366197183098592,0.03617269544924155,0.28481203007518796,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False
0.6111111111111116,0.14285714285714285,0.2559305172941537,0.5283091787439614,0.0,0.8249708284714119,0.28481203007518796,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True
0.44444444444444375,0.16883116883116883,0.09090909090909091,0.5283091787439614,0.5633802816901409,0.7549591598599766,0.09,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True
0.5925925925925934,0.11688311688311687,0.13636363636363638,0.5283091787439614,0.4647887323943662,0.8366394399066511,0.28481203007518796,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True
0.4629629629629628,0.27272727272727276,0.2559305172941537,0.13333333333333333,0.7605633802816901,0.8249708284714119,0.19,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True
0.8518518518518521,0.31168831168831174,0.2559305172941537,0.5283091787439614,0.8732394366197183,0.03733955659276546,0.28481203007518796,True,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False
0.5063792889879846,0.29870129870129875,0.2559305172941537,0.5283091787439614,0.5867154589166418,0.25053765371151604,0.28481203007518796,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False
0.40740740740740744,0.42857142857142855,0.4545454545454545,0.4666666666666667,0.5774647887323944,0.04084014002333722,0.28481203007518796,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False
0.48148148148148184,0.07792207792207795,0.36363636363636365,0.5283091787439614,0.5867154589166418,0.25053765371151604,0.28481203007518796,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True
0.5063792889879846,0.25974025974025977,0.31818181818181823,0.5283091787439614,0.4507042253521127,0.04667444574095683,0.28481203007518796,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True
0.44444444444444375,0.19480519480519481,0.09090909090909091,0.5283091787439614,0.5211267605633803,0.8133022170361727,0.28481203007518796,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False
0.0,0.7142857142857144,0.1818181818181818,0.5283091787439614,0.7464788732394366,0.7666277712952159,0.19,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False
0.4629629629629628,0.09740259740259744,0.31818181818181823,0.5283091787439614,0.4084507042253521,0.028004667444574097,0.28481203007518796,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True
0.5,0.19480519480519481,0.04545454545454544,0.13333333333333333,0.6619718309859155,0.7199533255542591,0.28481203007518796,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True
0.5740740740740744,0.15584415584415584,0.2559305172941537,0.5283091787439614,0.5070422535211268,0.04084014002333722,0.6900000000000001,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True
0.3888888888888893,0.27272727272727276,0.25,0.5283091787439614,0.7887323943661971,0.04084014002333722,0.28481203007518796,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False
0.40740740740740744,0.06493506493506496,0.2559305172941537,0.5283091787439614,0.5867154589166418,0.25053765371151604,0.2,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True
0.5925925925925934,0.07792207792207795,0.2954545454545454,0.5283091787439614,0.6197183098591549,0.04550758459743291,0.28481203007518796,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True
0.5555555555555554,0.3506493506493507,0.36363636363636365,0.5283091787439614,0.4507042253521127,0.03850641773628938,0.26999999999999996,False,True,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False
0.44444444444444375,0.19480519480519481,0.38636363636363635,0.5283091787439614,0.5867154589166418,0.25053765371151604,0.28481203007518796,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True
0.4259259259259265,0.16883116883116883,0.2559305172941537,0.5283091787439614,0.5867154589166418,0.25053765371151604,0.28481203007518796,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False
0.7037037037037042,0.3766233766233767,0.5681818181818181,0.5283091787439614,0.5867154589166418,0.25053765371151604,0.19,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False
0.3888888888888893,0.11688311688311687,0.1818181818181818,0.5283091787439614,0.5492957746478873,0.03150525087514586,0.26999999999999996,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True
0.3148148148148149,0.3506493506493507,0.36363636363636365,0.13333333333333333,0.9999999999999999,0.9066511085180864,0.28481203007518796,False,True,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False
0.48148148148148184,0.09090909090909094,0.04545454545454544,0.5283091787439614,0.5352112676056338,0.7082847141190198,0.28481203007518796,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True
0.5370370370370363,0.32467532467532473,0.2559305172941537,0.5283091787439614,0.5774647887323944,0.04900816802800467,0.44999999999999996,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True
0.5063792889879846,0.5844155844155845,0.2559305172941537,0.5283091787439614,0.7464788732394366,0.014002333722287048,0.38,False,True,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False
0.5555555555555554,0.12337662337662336,0.2559305172941537,0.5283091787439614,0.5633802816901409,0.05017502917152859,0.28481203007518796,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True
0.5370370370370363,0.5324675324675325,0.09090909090909091,0.5283091787439614,0.6619718309859155,0.03150525087514586,0.09,True,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False
0.48148148148148184,0.11688311688311687,0.04545454545454544,0.5283091787439614,0.5352112676056338,0.03500583430571762,0.39999999999999997,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True
0.3888888888888893,0.11688311688311687,0.36363636363636365,0.5283091787439614,0.5211267605633803,0.603267211201867,0.19,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False
0.7407407407407405,0.5194805194805194,0.3068181818181819,0.5283091787439614,0.7183098591549295,0.06301050175029171,0.28481203007518796,True,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True
0.5740740740740744,0.5844155844155845,0.5909090909090909,0.5283091787439614,0.704225352112676,0.25053765371151604,0.28481203007518796,False,True,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True
0.5740740740740744,0.0,0.11363636363636365,0.5283091787439614,0.5070422535211268,0.05134189031505251,0.28481203007518796,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True
0.5063792889879846,0.26465785676311987,0.2559305172941537,0.5283091787439614,0.28169014084507044,0.03967327887981331,0.28481203007518796,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True
0.5063792889879846,0.19480519480519481,0.2559305172941537,0.5283091787439614,0.5633802816901409,0.05834305717619605,0.28481203007518796,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False
0.44444444444444375,0.19480519480519481,0.1818181818181818,0.13333333333333333,0.676056338028169,0.8366394399066511,0.28481203007518796,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False
0.5063792889879846,0.32467532467532473,0.31818181818181823,0.5283091787439614,0.4788732394366198,0.0338389731621937,0.28481203007518796,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False
0.48148148148148184,0.038961038961038974,0.09090909090909091,0.13333333333333333,0.4647887323943662,0.8366394399066511,0.09,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False
0.5555555555555554,0.09090909090909094,0.1818181818181818,0.5283091787439614,0.647887323943662,0.8599766627771295,0.28481203007518796,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True
0.5925925925925934,0.16883116883116883,0.2727272727272727,0.5283091787439614,0.5070422535211268,0.04317386231038507,0.2,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True
0.4259259259259265,0.09090909090909094,0.22727272727272727,0.5283091787439614,0.5774647887323944,0.7782963827304551,0.19,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True
0.40740740740740744,0.2207792207792208,0.14772727272727273,0.5283091787439614,0.5070422535211268,0.04317386231038507,0.28481203007518796,False,True,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True
0.40740740740740744,0.24675324675324678,0.2727272727272727,0.7333333333333334,0.6056338028169014,0.04550758459743291,0.28481203007518796,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True
0.48148148148148184,0.4025974025974027,0.22727272727272727,0.8266666666666667,0.4647887323943662,0.03267211201866978,0.1,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True
0.3888888888888893,0.09090909090909094,0.2559305172941537,0.5283091787439614,0.5774647887323944,0.029171528588098017,0.12999999999999998,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True
0.48148148148148184,0.11688311688311687,0.13636363636363638,0.5283091787439614,0.5492957746478873,0.8133022170361727,0.09,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True
0.5063792889879846,0.14285714285714285,0.09090909090909091,0.6,0.7183098591549295,0.04550758459743291,0.28481203007518796,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True
0.40740740740740744,0.3766233766233767,0.31818181818181823,0.06666666666666668,0.5633802816901409,0.03150525087514586,0.28481203007518796,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False
0.3148148148148149,0.5454545454545454,0.36363636363636365,0.5283091787439614,0.3943661971830986,0.25053765371151604,0.64,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True
0.5,0.3766233766233767,0.1818181818181818,0.5283091787439614,0.5211267605633803,0.015169194865810968,0.28481203007518796,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False
0.48148148148148184,0.19480519480519481,0.04545454545454544,0.5283091787439614,0.5633802816901409,0.7199533255542591,0.19,False,True,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False
0.44444444444444375,0.14285714285714285,0.1818181818181818,0.6266666666666667,0.6197183098591549,0.03850641773628938,0.36000000000000004,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False
0.685185185185186,0.19480519480519481,0.022727272727272735,0.5283091787439614,0.5867154589166418,0.25053765371151604,0.28481203007518796,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True
0.5063792889879846,0.45454545454545453,0.40909090909090906,0.5283091787439614,0.4647887323943662,0.016336056009334896,0.28481203007518796,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True
