RI,Na,Mg,Al,Si,K,Ca,Ba,Fe
0.4442493415276516,0.5398496240601505,0.8685968819599108,0.16822429906542055,0.3017857142857139,0.0,0.3773234200743494,0.0,0.0
0.3112379280070172,0.3218045112781953,0.7750556792873051,0.31152647975077885,0.5607142857142868,0.0966183574879227,0.278810408921933,0.0,0.0
0.19841966637400787,0.3849624060150374,0.7683741648106904,0.28660436137071654,0.5232142857142854,0.09017713365539452,0.29182156133828996,0.0,0.0
0.27524143985952776,0.38195488721804494,0.8062360801781737,0.2959501557632399,0.5839285714285705,0.08856682769726248,0.24535315985130113,0.0,0.0
0.2914837576821725,0.3729323308270678,0.755011135857461,0.32398753894081,0.5267857142857153,0.09500805152979065,0.29368029739776946,0.0,0.0
0.277436347673401,0.31729323308270674,0.7795100222717148,0.2647975077881619,0.617857142857142,0.09017713365539452,0.28996282527881045,0.0,0.0
0.20983318700614007,0.3548872180451126,0.7995545657015589,0.383177570093458,0.5874999999999986,0.10789049919484703,0.2230483271375464,0.0,0.0
0.28665496049164574,0.28872180451127827,0.7928730512249442,0.31464174454828664,0.5839285714285705,0.09822866344605474,0.3029739776951672,0.0,0.27450980392156865
0.4863915715539946,0.3729323308270678,0.8396436525612472,0.15576323987538943,0.38928571428571246,0.020933977455716585,0.42657992565055747,0.0,0.0
0.25021949078139016,0.6300751879699247,0.0,0.5295950155763239,0.5803571428571441,0.0,0.2760223048327137,0.5047619047619047,0.0
0.2778753292361671,0.3203007518796992,0.7928730512249442,0.3052959501557633,0.6071428571428559,0.08695652173913043,0.2741635687732342,0.0,0.33333333333333337
0.42405618964002656,0.4586466165413534,0.5077951002227171,0.3551401869158878,0.38928571428571246,0.0789049919484702,0.41078066914498135,0.0,0.33333333333333337
0.09043020193151108,0.34135338345864663,0.0,0.8504672897196262,0.15892857142857153,1.0,0.1394052044609665,0.0,0.0
0.30070237050043147,0.4481203007518797,0.8752783964365256,0.38940809968847356,0.35714285714285765,0.08695652173913043,0.258364312267658,0.0,0.2941176470588235
0.33933274802457447,0.6406015037593984,0.17371937639198218,0.4517133956386292,0.4803571428571427,0.0,0.4200743494423791,0.0,0.0
0.3086040386303779,0.4496240601503758,0.0,0.08411214953271029,0.8285714285714292,0.0,0.516728624535316,0.0,0.0
0.2813871817383671,0.3639097744360902,0.8040089086859687,0.2367601246105919,0.6124999999999989,0.09178743961352656,0.26115241635687725,0.0,0.0
0.25197541703248305,0.2917293233082705,0.6414253897550111,0.44236760124610586,0.6071428571428559,0.11755233494363929,0.2890334572490705,0.0,0.0
0.3748902546092978,0.57593984962406,0.0,0.08411214953271029,0.6553571428571434,0.0,0.5381040892193307,0.0,0.0
0.2721685689201081,0.34436090225563887,0.7884187082405345,0.4361370716510903,0.5214285714285722,0.08695652173913043,0.27973977695167274,0.0,0.13725490196078433
0.2203687445127258,0.6345864661654135,0.0,0.616822429906542,0.623214285714285,0.0,0.3048327137546468,0.2126984126984127,0.0
0.2603160667251956,0.4496240601503758,0.8195991091314031,0.47352024922118374,0.4017857142857153,0.10305958132045089,0.22769516728624528,0.0,0.0
0.4552238805970177,0.3488721804511279,0.8129175946547883,0.1806853582554517,0.44821428571428434,0.030595813204508857,0.41078066914498135,0.0,0.33333333333333337
0.3858647936786639,0.38195488721804494,0.0,0.4579439252336448,0.5750000000000011,0.07568438003220611,0.5473977695167285,0.0,0.0
0.17515364354696317,0.4932330827067668,0.5968819599109131,0.9999999999999999,0.014285714285714235,0.27053140096618356,0.040892193308550207,0.6984126984126985,0.0
0.18261633011412925,0.5488721804511281,0.0,0.7383177570093458,0.5874999999999986,0.00644122383252818,0.33921933085501854,0.20317460317460317,0.0
0.2835820895522261,0.31278195488721794,0.7884187082405345,0.2928348909657321,0.6124999999999989,0.0933977455716586,0.275092936802974,0.0,0.0
0.27919227392449386,0.31278195488721794,0.7951002227171491,0.3302180685358256,0.5732142857142843,0.0998389694041868,0.29368029739776946,0.0,0.0
0.29455662862159215,0.3007518796992481,0.7639198218262806,0.28037383177570097,0.5607142857142868,0.0998389694041868,0.3094795539033457,0.0,0.588235294117647
1.0,0.2360902255639099,0.0,0.22118380062305296,0.062499999999998224,0.01932367149758454,1.0,0.0,0.4705882352941176
0.30640913081650467,0.40601503759398483,0.88641425389755,0.27725856697819307,0.47857142857142776,0.0933977455716586,0.25278810408921937,0.0,0.0
0.23046532045653123,0.5473684210526315,0.0,0.7632398753894081,0.5428571428571427,0.0,0.37360594795539015,0.17142857142857143,0.0
0.4552238805970177,0.3593984962406014,0.7973273942093541,0.19003115264797507,0.42678571428571566,0.037037037037037035,0.4079925650557621,0.0,0.3137254901960784
0.2493415276558295,0.57593984962406,0.0,0.5264797507788161,0.6214285714285719,0.0,0.287174721189591,0.4984126984126984,0.13725490196078433
0.3595258999121995,0.437593984962406,0.7884187082405345,0.14330218068535824,0.507142857142858,0.02576489533011272,0.3215613382899628,0.047619047619047616,0.4705882352941176
0.41834942932396757,0.42406015037594,0.465478841870824,0.4299065420560747,0.42321428571428754,0.0853462157809984,0.3847583643122676,0.08571428571428572,0.33333333333333337
0.4806848112379214,0.4511278195488724,0.8552338530066814,0.13395638629283488,0.3482142857142865,0.027375201288244767,0.40055762081784385,0.0,0.0
0.21861281826163292,0.47368421052631593,0.3964365256124721,0.46728971962616817,0.5874999999999986,0.0,0.3011152416356877,0.24126984126984127,0.0
0.24012291483757053,0.31879699248120286,0.7817371937639197,0.35825545171339557,0.571428571428573,0.10950080515297907,0.2602230483271375,0.019047619047619046,0.49019607843137253
0.24187884108866342,0.3203007518796992,0.0,0.4797507788161993,0.7267857142857146,0.15619967793880837,0.4405204460966542,0.0,0.0
0.2993854258121189,0.3022556390977442,0.7750556792873051,0.3302180685358256,0.5624999999999982,0.10305958132045089,0.30204460966542745,0.0,0.0
0.3516242317822673,0.5142857142857142,0.0,0.5607476635514018,0.5232142857142854,0.0,0.5065055762081785,0.0,0.0
0.35250219490781376,0.4977443609022556,0.7973273942093541,0.33644859813084116,0.40535714285714164,0.09017713365539452,0.266728624535316,0.0,0.0
0.34108867427568157,0.41052631578947363,0.8530066815144766,0.3021806853582555,0.4892857142857139,0.09178743961352656,0.258364312267658,0.0,0.27450980392156865
0.8823529411764639,0.0,0.0,0.5638629283489096,0.0,0.0933977455716586,0.7314126394052043,0.9999999999999999,0.5490196078431373
0.23266022827041866,0.6330827067669174,0.0,0.4922118380062305,0.5892857142857135,0.0,0.3011152416356877,0.43809523809523804,0.0
0.21115013169446684,0.34436090225563887,0.7928730512249442,0.38940809968847356,0.5892857142857135,0.11594202898550723,0.2295539033457249,0.0,0.0
0.3055311676909582,0.3353383458646617,0.6592427616926503,0.3551401869158878,0.5553571428571438,0.0966183574879227,0.31226765799256495,0.044444444444444446,0.0
0.25987708516241526,0.4135338345864663,0.7750556792873051,0.44236760124610586,0.4839285714285708,0.0998389694041868,0.2379182156133829,0.0,0.0
0.28094820017558675,0.34135338345864663,0.8017817371937639,0.33333333333333337,0.5678571428571413,0.09178743961352656,0.2760223048327137,0.0,0.2156862745098039
0.7067603160667204,0.4616541353383461,0.7015590200445434,0.11526479750778817,0.13571428571428434,0.01288244766505636,0.5771375464684014,0.0,0.0
0.2835820895522261,0.47518796992481205,0.8017817371937639,0.33333333333333337,0.5214285714285722,0.07729468599033816,0.2230483271375464,0.0,0.0
0.5504828797190413,0.40751879699248095,0.0,0.4018691588785047,0.430357142857142,0.05152979066022544,0.6328996282527879,0.0,0.0
0.28709394205442607,0.4390977443609021,0.8151447661469933,0.25545171339563866,0.5285714285714285,0.017713365539452495,0.2946096654275092,0.0,0.0
0.28489903424056706,0.33834586466165417,0.7884187082405345,0.28660436137071654,0.569642857142858,0.10466988727858292,0.28810408921933073,0.0,0.0
0.26163301141352235,0.5263157894736841,0.0,0.557632398753894,0.6339285714285712,0.0,0.2964684014869887,0.53015873015873,0.0
0.23266022827041866,0.40751879699248095,0.8040089086859687,0.38940809968847356,0.4607142857142854,0.10628019323671498,0.2416356877323419,0.0,0.0
0.31782265144863686,0.31879699248120286,0.8173719376391981,0.2959501557632399,0.492857142857142,0.0998389694041868,0.30204460966542745,0.0,0.6862745098039215
0.2392449517120241,0.3398496240601503,0.7082405345211581,0.2928348909657321,0.564285714285715,0.0933977455716586,0.31412639405204457,0.0,0.4705882352941176
0.26514486391570813,0.6045112781954889,0.0,0.5327102803738317,0.5732142857142843,0.0,0.28810408921933073,0.5047619047619047,0.1568627450980392
0.23705004389815088,0.30375939849624056,0.6347438752783964,0.35825545171339557,0.617857142857142,0.09178743961352656,0.31226765799256495,0.03492063492063492,0.4313725490196078
0.24495171202808308,0.38646616541353396,0.8106904231625834,0.3862928348909658,0.48571428571428577,0.10466988727858292,0.2416356877323419,0.0,0.5686274509803921
0.23046532045653123,0.27368421052631575,0.7750556792873051,0.4922118380062305,0.6107142857142858,0.10144927536231883,0.24628252788104088,0.0,0.1764705882352941
0.2085162423178275,0.34436090225563887,0.7973273942093541,0.3800623052959502,0.5910714285714302,0.1111111111111111,0.23513011152416352,0.0,0.0
0.2914837576821725,0.437593984962406,0.8129175946547883,0.11214953271028039,0.569642857142858,0.00966183574879227,0.3252788104089218,0.0,0.0
0.3784021071114978,0.4631578947368422,0.7973273942093541,0.3208722741433022,0.34107142857142847,0.01932367149758454,0.3011152416356877,0.21904761904761902,0.0
0.7295873573309848,0.28721804511278193,0.0,0.11838006230529596,0.3946428571428555,0.00966183574879227,0.8336431226765797,0.0,0.0
0.44161545215099807,0.49624060150375904,0.8374164810690422,0.09034267912772584,0.35357142857142954,0.017713365539452495,0.39219330855018586,0.0,0.0
0.25241439859524917,0.3909774436090223,0.7884187082405345,0.41121495327102797,0.4875000000000007,0.10950080515297907,0.24907063197026014,0.0,0.0
0.2660228270412546,0.3218045112781953,0.7750556792873051,0.32398753894081,0.576785714285716,0.09017713365539452,0.278810408921933,0.0,0.0
0.20763827919226685,0.3593984962406014,0.7594654788418708,0.4018691588785047,0.6160714285714288,0.011272141706924315,0.275092936802974,0.0,0.37254901960784315
0.20017559262510076,0.299248120300752,0.7706013363028953,0.39563862928348914,0.6053571428571427,0.10789049919484703,0.24721189591078063,0.0,0.4705882352941176
0.3169446883230904,0.36240601503759406,0.6325167037861915,0.30841121495327106,0.5428571428571427,0.08856682769726248,0.3382899628252788,0.0,0.0
0.20939420544335974,0.3203007518796992,0.7839643652561247,0.5700934579439252,0.5089285714285712,0.1111111111111111,0.23605947955390327,0.0,0.0
0.44073748902546583,0.33684210526315783,0.07349665924276169,0.3800623052959502,0.6392857142857142,0.020933977455716585,0.5427509293680295,0.0,0.5490196078431373
0.2897278314310796,0.31879699248120286,0.7750556792873051,0.2928348909657321,0.564285714285715,0.09822866344605474,0.2908921933085502,0.028571428571428567,0.4313725490196078
0.2800702370500403,0.2766917293233082,0.7728285077951003,0.33956386292834884,0.6392857142857142,0.0966183574879227,0.28996282527881045,0.0,0.1176470588235294
0.08823529411765207,0.34436090225563887,0.0,0.8566978193146417,0.11964285714285694,1.0,0.14219330855018586,0.0,0.0
0.32133450395083685,0.3563909774436089,0.8841870824053452,0.28037383177570097,0.4696428571428566,0.0966183574879227,0.278810408921933,0.0,0.0
0.24056189640035086,0.3308270676691729,0.7884187082405345,0.41433021806853576,0.5624999999999982,0.10305958132045089,0.2416356877323419,0.0,0.4117647058823529
0.19929762949955432,0.37744360902255636,0.77728285077951,0.36760124610591893,0.6142857142857139,0.061191626409017714,0.2416356877323419,0.0,0.0
0.2686567164179081,0.5969924812030074,0.0,0.6386292834890964,0.6196428571428569,0.0,0.3271375464684013,0.20952380952380953,0.0
0.2901668129938457,0.42105263157894735,0.7594654788418708,0.383177570093458,0.3982142857142872,0.0933977455716586,0.31226765799256495,0.0,0.0
0.2857769973661135,0.3729323308270678,0.821826280623608,0.31152647975077885,0.5,0.09178743961352656,0.25929368029739774,0.0,0.0
0.3187006145741833,0.34436090225563887,0.8062360801781737,0.2398753894080997,0.45178571428571423,0.10305958132045089,0.3438661710037175,0.0,0.2941176470588235
0.22300263388936514,0.5127819548872181,0.0,0.806853582554517,0.5,0.01288244766505636,0.3485130111524163,0.33650793650793653,0.0
0.23705004389815088,0.4030075187969926,0.755011135857461,0.30841121495327106,0.5053571428571431,0.08373590982286634,0.2992565055762082,0.0,0.0
0.431957857769973,0.445112781954887,0.7995545657015589,0.25856697819314645,0.3839285714285694,0.014492753623188404,0.3689591078066914,0.0,0.0
0.21378402107110617,0.619548872180451,0.0,0.6510903426791277,0.6196428571428569,0.0,0.3094795539033457,0.20317460317460317,0.1764705882352941
0.28094820017558675,0.29774436090225564,0.7616926503340756,0.28348909657320875,0.6053571428571427,0.09500805152979065,0.29832713754646845,0.0,0.0
0.12906057945565408,0.5293233082706768,0.6881959910913139,0.557632398753894,0.4410714285714281,0.17713365539452497,0.15334572490706322,0.0,0.0
0.08077260755048599,0.5518796992481203,0.38752783964365256,0.38940809968847356,0.8464285714285715,0.0,0.2007434944237918,0.0,0.0
0.21729587357330615,0.4045112781954887,0.7572383073496659,0.28971962616822433,0.5142857142857142,0.09500805152979065,0.2685873605947955,0.0,0.0
0.2958735733099189,0.3699248120300751,0.8685968819599108,0.31464174454828664,0.4499999999999993,0.08856682769726248,0.27973977695167274,0.0,0.5490196078431373
0.303336259877085,0.34135338345864663,0.8463251670378619,0.24610591900311526,0.5821428571428555,0.09017713365539452,0.2741635687732342,0.0,0.2352941176470588
0.34679543459174056,0.4917293233082707,0.532293986636971,0.39563862928348914,0.4571428571428573,0.0,0.3847583643122676,0.0,0.0
0.2976294995610118,0.30977443609022526,0.7795100222717148,0.25856697819314645,0.5750000000000011,0.10305958132045089,0.31040892193308545,0.0,0.0
0.31343283582089043,0.37744360902255636,0.8685968819599108,0.3489096573208722,0.4499999999999993,0.08856682769726248,0.26765799256505574,0.0,0.19607843137254902
0.3143107989464369,0.5503759398496242,0.0,0.47663551401869153,0.5446428571428577,0.22705314009661834,0.09665427509293678,0.9142857142857141,0.0
0.34460052677786734,0.4150375939849624,0.7750556792873051,0.3302180685358256,0.382142857142858,0.08856682769726248,0.3317843866171003,0.0,0.0
0.2453906935908634,0.3218045112781953,0.7928730512249442,0.42056074766355134,0.5946428571428566,0.10466988727858292,0.2379182156133829,0.0,0.0
0.2238805970149258,0.3954887218045111,0.7973273942093541,0.3738317757009345,0.5196428571428573,0.07246376811594203,0.258364312267658,0.0,0.0
0.23836698858647765,0.6120300751879699,0.0,0.5295950155763239,0.5892857142857135,0.0,0.26486988847583637,0.5428571428571428,0.0
0.21115013169446684,0.30977443609022526,0.8040089086859687,0.41433021806853576,0.564285714285715,0.10305958132045089,0.24535315985130113,0.0,0.5098039215686274
0.3437225636523209,0.4285714285714284,0.7461024498886414,0.2928348909657321,0.40535714285714164,0.09500805152979065,0.3234200743494423,0.0,0.0
0.49692712906058034,0.6210526315789471,0.48997772828507796,0.5514018691588785,0.08035714285714413,0.12238325281803543,0.40241635687732336,0.0,0.0
0.22475856014047224,0.34135338345864663,0.7973273942093541,0.38940809968847356,0.5392857142857146,0.09822866344605474,0.24256505576208165,0.0,0.0
0.23573309920983831,0.42556390977443614,0.7951002227171491,0.36760124610591893,0.47142857142857153,0.10305958132045089,0.23513011152416352,0.0,0.0
0.2936786654960457,0.29323308270676685,0.8173719376391981,0.2710280373831775,0.5892857142857135,0.09822866344605474,0.30390334572490696,0.0,0.0
0.27875329236172774,0.3142857142857143,0.7906458797327394,0.3738317757009345,0.5250000000000004,0.08695652173913043,0.287174721189591,0.0,0.37254901960784315
0.3972783143107961,0.488721804511278,0.30066815144766146,0.41744548286604355,0.3482142857142865,0.06280193236714976,0.47676579925650553,0.0,0.3529411764705882
0.3147497805092172,0.3909774436090223,0.7438752783964364,0.38940809968847356,0.41607142857142776,0.09017713365539452,0.33085501858736055,0.0,0.0
0.3187006145741833,0.3308270676691729,0.8329621380846325,0.25545171339563866,0.4410714285714281,0.10305958132045089,0.3280669144981413,0.0,0.4313725490196078
0.351185250219487,0.3007518796992481,0.41202672605790647,0.4890965732087227,0.5142857142857142,0.0966183574879227,0.43308550185873596,0.0,0.0
0.27085162423178133,0.6345864661654135,0.0,0.47040498442367595,0.5678571428571413,0.0,0.29553903345724897,0.49206349206349204,0.0
0.18876207199296857,0.5127819548872181,0.0,0.7445482866043613,0.6392857142857142,0.01288244766505636,0.3382899628252788,0.19365079365079363,0.09803921568627451
0.46400351185249633,0.41804511278195466,0.8596881959910913,0.1838006230529595,0.35357142857142954,0.037037037037037035,0.38197026022304814,0.0,0.2156862745098039
0.20807726075504718,0.3233082706766919,0.7639198218262806,0.3457943925233644,0.6196428571428569,0.1111111111111111,0.24349442379182162,0.0,0.4705882352941176
0.5201931518876108,0.3879699248120301,0.7973273942093541,0.16510903426791276,0.38928571428571246,0.01932367149758454,0.4405204460966542,0.0,0.0588235294117647
0.26163301141352235,0.324812030075188,0.8062360801781737,0.39875389408099693,0.5624999999999982,0.09822866344605474,0.24907063197026014,0.0,0.0
0.46619841966636955,0.3714285714285712,0.8195991091314031,0.2679127725856697,0.5250000000000004,0.08695652173913043,0.287174721189591,0.0,0.0
0.2805092186128064,0.4135338345864663,0.8329621380846325,0.2741433021806853,0.5678571428571413,0.09500805152979065,0.2416356877323419,0.0,0.0
0.5267778753292305,0.40751879699248095,0.7438752783964364,0.2928348909657321,0.45892857142857046,0.0966183574879227,0.31598513011152407,0.0,0.0
0.48595258999121427,0.5563909774436091,0.0,0.22118380062305296,0.5107142857142861,0.01610305958132045,0.565985130111524,0.0,0.1568627450980392
0.5487269534679484,0.7609022556390976,0.40757238307349664,0.31775700934579443,0.11071428571428577,0.0499194847020934,0.29553903345724897,0.5333333333333333,0.0
0.22300263388936514,0.5218045112781953,0.0,0.778816199376947,0.6517857142857135,0.00644122383252818,0.3355018587360593,0.12698412698412698,0.1764705882352941
0.28709394205442607,0.25864661654135324,0.6035634743875278,0.31152647975077885,0.694642857142858,0.09017713365539452,0.33736059479553904,0.0,0.4705882352941176
0.23309920983318477,0.4030075187969926,0.7906458797327394,0.2990654205607477,0.5357142857142865,0.10950080515297907,0.24814126394052038,0.0,0.0
0.23617208077260443,0.1834586466165411,0.0,0.28037383177570097,0.958928571428574,0.43478260869565216,0.3252788104089218,0.0,0.0
0.2510974539069366,0.37593984962406024,0.7884187082405345,0.3707165109034267,0.5410714285714295,0.09017713365539452,0.24814126394052038,0.0,0.0
0.22563652326601868,0.29774436090225564,0.7416481069042316,0.3738317757009345,0.6196428571428569,0.10789049919484703,0.26115241635687725,0.0,0.0
0.33099209833187615,0.3699248120300751,0.7505567928730512,0.27725856697819307,0.5196428571428573,0.09178743961352656,0.31598513011152407,0.0,0.3137254901960784
0.4745390693590821,0.5458646616541354,0.8574610244988864,0.18691588785046728,0.2767857142857135,0.024154589371980676,0.34572490706319703,0.0,0.0
0.3494293239683941,0.47669172932330817,0.8307349665924275,0.27725856697819307,0.4125000000000014,0.00966183574879227,0.3215613382899628,0.0,0.0
