LOCATION,ERECTED,LENGTH,LANES,RIVER_A,RIVER_M,RIVER_O,RIVER_Y,PURPOSE_AQUEDUCT,PURPOSE_HIGHWAY,PURPOSE_RR,PURPOSE_WALK,CLEAR-G_G,CLEAR-G_N,T-OR-D_DECK,T-OR-D_THROUGH,MATERIAL_IRON,MATERIAL_STEEL,MATERIAL_WOOD,SPAN_LONG,SPAN_MEDIUM,SPAN_SHORT,REL-L_F,REL-L_S,REL-L_S-F
0.9215686274509803,0.7937499999999993,0.3612147043153969,0.2,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False
0.0196078431372549,0.5374999999999996,0.18646776771443796,0.3260869565217392,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False
0.21568627450980393,0.40625,0.09216835375599364,0.2,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False
0.5686274509803921,0.43125000000000036,0.20337483638851067,0.2,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False,True,False,False
0.3137254901960784,0.4562500000000007,0.20337483638851067,0.2,False,True,False,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False,True,False,False
0.25490196078431376,0.8312500000000007,0.4312733084709643,0.6000000000000001,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False
0.27450980392156865,0.5,0.3185935002663825,0.2,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False
0.29411764705882354,0.34999999999999964,0.20337483638851067,0.2,False,True,False,False,False,False,True,False,True,False,False,True,True,False,False,False,True,False,True,False,False
0.35294117647058826,0.8312500000000007,0.060468833244539166,0.6000000000000001,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False
0.5294117647058824,0.16249999999999964,0.05221097496004262,0.0,True,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False
0.7450980392156862,0.06874999999999964,0.20337483638851067,0.0,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False
0.6470588235294117,0.5250000000000004,0.27863612147043154,0.2,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False
0.49019607843137253,0.6750000000000007,0.021310602024507214,0.6000000000000001,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True
0.37254901960784315,0.6875,0.37719765583377735,0.2,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True
0.5098039215686274,0.4499999999999993,0.05221097496004262,0.2,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False
0.058823529411764705,0.5374999999999996,0.10548748002131059,0.2,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,True
0.5098039215686274,0.1374999999999993,0.04954714970697921,0.2,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False
0.411764705882353,0.46875,0.20337483638851067,0.2,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False
0.6274509803921569,0.8937500000000007,0.04688332445391585,0.6000000000000001,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True
0.7254901960784313,0.6812500000000004,0.1875332978156633,0.3260869565217392,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False
0.8039215686274509,0.8562499999999993,0.0,0.3260869565217392,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False
0.45098039215686275,0.3625000000000007,0.10548748002131059,0.6000000000000001,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False
0.45098039215686275,0.9437499999999996,0.01758124667021846,1.0000000000000002,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False
0.47058823529411764,0.006249999999999645,0.06206712839637718,0.2,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,True,False
0.5490196078431372,0.2062500000000007,0.05221097496004262,0.2,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False
