att1,att2,att3,att4,att5,att6
0.0,0.5,0.2,0.8788628498573251,0.7189898989898992,0.8527664243596271
0.5,0.16666666666666666,0.2,0.2678040191852348,0.13921946740128555,0.1235859335472002
0.5,0.3333333333333333,0.4,0.45602877785198215,0.3290421699512608,0.2518673925383313
0.0,0.3333333333333333,0.0,0.3581142614291787,0.19280002825457376,0.1822982593051492
0.0,0.5,0.2,0.4404711310788657,0.38164582891855636,0.34133753350583973
0.0,0.3333333333333333,0.0,0.2831795276546657,0.09236490781945339,0.08303898312838474
0.5,0.16666666666666666,0.2,0.25845425292939106,0.20207388571024942,0.1250094555750691
0.0,0.3333333333333333,0.0,0.6123186206059134,0.4748746203291657,0.4871402775386819
1.0,0.0,0.4,0.2714999089308482,0.18617786254149893,0.046423054520795606
0.5,0.16666666666666666,0.2,0.3017576346305627,0.3389312707494526,0.15450951144999736
0.0,0.3333333333333333,0.0,0.7248497358994596,0.6347707847707847,0.5663911167994146
0.5,0.0,0.0,0.28147957015360336,0.13000353182171365,0.016868617612117665
0.5,0.0,0.0,0.22644344605670563,0.047869605142332405,0.01211883832978887
0.0,0.5,0.2,0.8755995385829639,0.7101893056438512,0.8372043280814663
0.5,0.0,0.0,0.23867706878756612,0.14539167902804273,0.0195805955148302
0.0,0.3333333333333333,0.0,0.5789873110315099,0.4935289962562691,0.47306266265250113
0.0,0.8333333333333333,0.2,0.0,0.28736879282333827,0.13267097913469272
0.0,0.5,0.2,0.2819880395847246,0.1355103482376211,0.10234576480035772
0.0,0.3333333333333333,0.0,0.4835316617084572,0.5349452567634386,0.3805518775638337
0.0,0.5,0.2,0.6634691275575254,0.6649120576393303,0.5756488929927607
0.5,0.0,0.0,0.26786473195312965,0.10532316168679812,0.011182161469692295
0.0,0.5,0.2,0.25399186448910205,0.09924913470368013,0.11496031806617936
0.5,0.16666666666666666,0.2,0.41022099447513816,0.3549014621741896,0.20973581713689543
0.0,0.5,0.2,0.34726185416793165,0.22435120435120448,0.19139565629273364
0.0,0.3333333333333333,0.0,0.5032329548904134,0.42821007275552725,0.3574899257455312
0.0,0.3333333333333333,0.0,0.5858857992835892,0.45089001907183734,0.45788170705995285
1.0,0.0,0.4,0.247723271203934,0.10001554001554003,0.039940669497580086
0.0,0.3333333333333333,0.0,0.7364610527593952,0.5729208165571801,0.6240738147186332
0.5,0.0,0.0,0.24370105033088452,0.09530408984954442,0.02739383895455702
0.0,0.5,0.2,0.22211766134418065,0.13774316592498415,0.1269076139385078
1.0,0.0,0.4,0.26227915730678164,0.07473405382496301,0.02804557950691118
0.5,0.16666666666666666,0.2,0.46017242426082194,0.27008264462809917,0.2803478664658912
0.0,0.5,0.2,0.43670693946937045,0.4015504697322879,0.32731605813534537
0.0,0.3333333333333333,0.0,0.3953311881488678,0.4479458924913472,0.24339680463641994
0.5,0.16666666666666666,0.2,0.28487948515572825,0.21166631348449527,0.12040196400525234
0.0,0.3333333333333333,0.0,0.5062382369012205,0.5503319912410821,0.4021783102663736
0.5,0.16666666666666666,0.2,0.30784408961204524,0.17383767747404122,0.1294856359201374
0.0,0.3333333333333333,0.0,0.61520247708093,0.5984375220738857,0.4698100446882502
0.0,0.5,0.2,0.400233744156396,0.4198361234724871,0.3864811656871668
0.0,0.5,0.2,0.6449517333495235,0.6224235360598996,0.5034327232661003
0.0,0.5,0.2,0.2698075405257724,0.11345906618633905,0.11203888555696677
0.0,0.5,0.2,0.40117479205876994,0.37795790068517354,0.3399662044045483
0.0,0.5,0.2,0.34876449517333497,0.1576478067387158,0.13829780700120575
0.0,0.5,0.2,0.5909097808269078,0.5714120223211133,0.5426258664251767
0.0,0.3333333333333333,0.0,0.25706544836379075,0.1041477714204988,0.059389665180664894
0.5,0.16666666666666666,0.2,0.3199031631352073,0.2863382072472983,0.16877974758005948
0.0,0.5,0.2,0.8424655455042195,0.6592229992229991,0.8462501752476266
0.0,0.3333333333333333,0.0,0.6125690607734807,0.5676795931341386,0.5977578648789104
0.0,0.3333333333333333,0.0,0.3367130107461599,0.2927548209366392,0.20230595585993272
0.5,0.16666666666666666,0.2,0.3093011960415274,0.2596475241929789,0.16470840177403262
0.0,0.5,0.2,0.6852422439439013,0.43807727625909465,0.6198134822821004
0.0,0.3333333333333333,0.0,0.49694918341327166,0.49208589390407587,0.36483730127077507
0.0,0.3333333333333333,0.0,0.7957774269928967,0.6854926891290528,0.6219940667046653
0.0,0.3333333333333333,0.0,0.47718717746342054,0.4578116832662288,0.36921495747245453
0.0,0.5,0.2,0.6819865217655273,0.7178710178710178,0.5828558959881355
0.0,0.6666666666666666,0.4,0.608615141764313,0.5133425160697888,0.5017743918004048
0.5,0.0,0.0,0.2688664926233987,0.0858190294553931,0.010641367992707693
0.0,0.3333333333333333,0.0,0.40317831339930776,0.35801158437522085,0.26199659592596825
0.5,0.16666666666666666,0.2,0.29799344302106723,0.2391968637423184,0.1422611412047059
0.0,0.3333333333333333,0.0,0.3188938133689515,0.19652610016246375,0.17665187552521816
0.0,0.3333333333333333,0.0,0.23210491166292269,0.19251677615313978,0.10297248499805102
0.5,0.0,0.0,0.23202902070305387,0.10896305714487531,0.014937254257445257
0.5,0.16666666666666666,0.2,0.3519215591038797,0.34517341244613975,0.2037848510081035
1.0,0.0,0.4,0.2928404468459719,0.22161898707353267,0.047924979651918956
0.0,0.5,0.2,0.808329791755206,0.8152588825316099,0.7673995290733306
0.5,0.16666666666666666,0.2,0.27490741302896005,0.13876598149325425,0.12222625546574738
0.0,0.3333333333333333,0.0,0.709914394997268,0.6633961997598362,0.5799538759566469
0.0,0.3333333333333333,0.0,0.4925019731649566,0.46481104753832037,0.37839904007582154
0.0,0.5,0.2,0.39747131321716955,0.39259659532386804,0.3260735220759732
0.0,0.3333333333333333,0.0,0.47724789023131564,0.42891078618351364,0.3761061832543899
0.0,0.3333333333333333,0.0,0.2644192823750836,0.09859433495797143,0.11815471545746074
0.0,0.6666666666666666,0.4,0.8488707425171514,0.7481429681429682,0.8929637776102777
0.0,0.3333333333333333,0.0,0.6258120332705969,0.5954686727414001,0.43934857896584073
0.0,0.5,0.2,0.27458108190152386,0.13386875750512128,0.1302616420541315
0.0,0.3333333333333333,0.0,0.3456833222026593,0.10339761248852164,0.11158603353291237
0.0,0.3333333333333333,0.0,0.7517758484609313,0.7639464575828211,0.6335383968550383
0.5,0.0,0.0,0.24181895452613678,0.1522504767959314,0.01232416255857463
0.0,0.6666666666666666,0.4,0.42885981421893005,0.3726403899131173,0.40441063765885976
0.0,0.3333333333333333,0.0,0.6217290996296522,0.5493176520449249,0.49982951387762103
0.0,0.5,0.2,0.5833889867039038,0.6321678321678322,0.505275449126612
0.0,0.3333333333333333,0.0,0.4029506405197013,0.4832944832944833,0.34718422839366264
0.5,0.16666666666666666,0.2,0.24119664865521218,0.06946033764215587,0.060741541823237225
0.5,0.16666666666666666,0.2,0.3097868981846882,0.26562336653245755,0.15307943136120178
0.5,0.16666666666666666,0.2,0.33000424989375265,0.21014056650420299,0.19387281421999292
0.5,0.3333333333333333,0.2,0.30615931030295684,0.2225245461609099,0.12925834408711923
0.0,0.5,0.2,0.4446754902556006,0.45168044077135006,0.3386129711975152
0.0,0.6666666666666666,0.4,0.5319197377208428,0.4127844882390338,0.4630874446107161
0.0,0.5,0.2,0.31657154999696424,0.18434908525817617,0.18450570977866848
0.0,0.3333333333333333,0.0,0.7115536397304353,0.6188698170516355,0.7486018505779545
0.0,0.3333333333333333,0.0,0.5136451945844213,0.45623366532457454,0.3760186573558643
0.0,0.3333333333333333,0.0,0.6817892052698681,0.7251931906477364,0.5827753762476117
0.0,0.3333333333333333,0.0,0.7236658369255052,0.6047347601893057,0.5850694822116986
0.5,0.0,0.0,0.3154331855989313,0.13638906547997465,0.045937494447581176
0.0,0.5,0.2,0.8353166170845728,0.7014070777707141,0.8531492039561074
0.5,0.16666666666666666,0.2,0.28920526986825335,0.18985378258105545,0.1445866187989548
0.0,0.3333333333333333,0.0,0.4488191366644406,0.40304443031715753,0.36723504566036025
0.0,0.5,0.2,0.5270778944812092,0.48743519107155475,0.4969149721084059
0.0,0.3333333333333333,0.0,0.3776485944994231,0.32322949777495247,0.22143672805055392
0.0,0.3333333333333333,0.0,0.37550846943112137,0.40757363848272943,0.2952200805703422
0.0,0.5,0.0,0.6509774755631109,0.5675277248004521,0.5244725855540039
0.0,0.5,0.2,0.5232529901038189,0.4621544112453203,0.4624374323530978
1.0,0.0,0.4,0.2841812883249347,0.10626545171999735,0.050628149524465774
0.0,0.3333333333333333,0.0,0.7690941655030054,0.611963692872784,0.6414229968251205
0.5,0.16666666666666666,0.2,0.35655090765588004,0.21065268065268083,0.14544978883300747
1.0,0.0,0.4,0.20133871653208668,0.08720844811753914,0.01565643115709839
0.0,0.5,1.0,0.3873095136907291,0.32391537755174127,0.21769010020024154
0.0,0.3333333333333333,0.0,0.41554853985793205,0.3936088154269973,0.2705677421671061
0.5,0.0,0.0,0.23579321231254924,0.05223776223776222,0.011226195050000817
1.0,0.0,0.4,0.2161526318984882,0.03565939111393668,0.024641415471410064
0.5,0.16666666666666666,0.2,0.24357962479509443,0.252568340750159,0.10743235563855712
0.0,0.3333333333333333,0.0,0.563733228097869,0.6062922935650209,0.4835929785035033
0.5,0.16666666666666666,0.2,0.3220964118754174,0.2732619905347179,0.17565247672799517
0.0,0.3333333333333333,0.0,0.4785683929330339,0.4284325775234866,0.3902287848182128
0.0,0.3333333333333333,0.0,0.7312549329123913,0.6490591226954862,0.4509213970318752
0.0,0.5,0.2,0.8661890595592253,0.741859857314403,0.8653142922390107
0.5,0.16666666666666666,0.2,0.3714255357901767,0.3396192696192696,0.18229372484044754
1.0,0.0,0.4,0.2916489587760306,0.07733700642791552,0.06229989817634597
0.0,0.6666666666666666,0.4,0.8488707425171514,0.7481429681429682,0.8929637776102777
0.5,0.16666666666666666,0.2,0.237872624612956,0.20287914106095928,0.11284896510659913
1.0,0.0,0.4,0.24665320866978313,0.13802994984813166,0.03881366847223065
1.0,0.0,0.4,0.28494019792362313,0.1574775729321185,0.04087985611040461
0.5,0.0,0.0,0.26354653633659153,0.15335240517058701,0.05134723518066968
0.5,0.16666666666666666,0.2,0.31751259789933817,0.18215158578794954,0.11980892516150142
0.0,0.5,0.2,0.634782344727096,0.6003722540086177,0.5244994147232651
1.0,0.0,0.4,0.264980875478113,0.07371971462880555,0.042729570772827144
0.0,0.5,0.2,0.24565903709550108,0.2411563184290456,0.13522855725289745
0.0,0.5,0.2,0.6614504280250136,0.5453231616867981,0.6101849648008836
0.0,0.5,0.2,0.8096502944569243,0.6515667161121707,0.6991175715793174
0.0,0.3333333333333333,0.0,0.6827302531722422,0.7199088789997882,0.5639068185143794
0.5,0.0,0.0,0.224561350251958,0.09417531962986514,0.013928538834607568
0.0,0.5,0.2,0.2511687207819805,0.08733206187751652,0.11498459855548022
0.5,0.16666666666666666,0.2,0.44147289174913473,0.3153839090202727,0.23853112125519293
1.0,0.0,0.4,0.22606399125736143,0.1314226177862543,0.029003216140234128
0.0,0.3333333333333333,0.0,0.48829002489223494,0.45293423747969197,0.34675503253552564
0.0,0.3333333333333333,0.0,0.44950215530326043,0.4200381436745074,0.3038462259700094
0.0,0.3333333333333333,0.0,0.3417369922894785,0.35674789856608047,0.20207564561675168
0.5,0.16666666666666666,0.2,0.29899520369133625,0.16808363353817912,0.13698273357743757
1.0,0.0,0.4,0.18539402586363907,0.06841279932189026,0.016797136737768295
0.5,0.16666666666666666,0.2,0.2769109343694979,0.21313978950342582,0.11919955473211656
0.0,0.3333333333333333,0.0,0.5293394450853014,0.5592131101222012,0.38675980006029514
0.5,0.16666666666666666,0.2,0.3188938133689515,0.27719855901674084,0.15741567493825437
0.0,0.5,0.2,0.39226519337016585,0.4413689340962069,0.2518805739314836
1.0,0.0,0.4,0.2700655697893267,0.14726071907890093,0.0366655906441994
0.0,0.3333333333333333,0.0,0.5044775666322628,0.448912198912199,0.317946609629975
0.0,0.3333333333333333,0.0,0.4262188088154938,0.3785837394928303,0.26851538869705993
0.0,0.5,0.2,0.7898731103150992,0.5388126015398743,0.7251673666951183
0.0,0.3333333333333333,0.0,0.3812154696132596,0.3655718019354385,0.2375817328561186
1.0,0.0,0.4,0.2105670572521401,0.09929858020767113,0.04146534641831366
0.0,0.5,0.2,0.475487219962358,0.49129688493324875,0.4758192699453279
0.5,0.16666666666666666,0.2,0.3188938133689515,0.27719855901674084,0.15741567493825437
0.5,0.16666666666666666,0.2,0.4095835104122397,0.3144953026771208,0.23106327140040472
0.5,0.16666666666666666,0.2,0.273708335863032,0.20781521508794232,0.16327804783091732
0.5,0.16666666666666666,0.2,0.20924655455042196,0.1284749593840504,0.09590166514412189
0.0,0.5,0.2,0.5629136057312852,0.36789432789432797,0.458847541594861
1.0,0.0,0.4,0.26372108554428986,0.11779331779331781,0.027260603931106117
0.0,0.3333333333333333,0.0,0.49186448910205816,0.4837861128770219,0.3592171709957622
0.0,0.3333333333333333,0.0,0.29767470098961823,0.1798248216430035,0.1268799715124166
0.5,0.16666666666666666,0.2,0.27076376662012025,0.15153634244543346,0.09977488646176409
0.0,0.5,0.2,0.7543561410964726,0.6135141626050716,0.7499543422460045
0.5,0.16666666666666666,0.2,0.2911480784408961,0.13153422335240517,0.1279837021109686
0.5,0.16666666666666666,0.2,0.24490012749681267,0.19655152927880215,0.09779748706779738
0.0,0.5,0.2,0.8991409143342844,0.6939167902804267,0.8460717386409367
0.5,0.16666666666666666,0.2,0.47260336348734133,0.3438595747686658,0.27309412302187624
0.0,0.5,0.2,0.751457106429482,0.5664674719220174,0.6411258629046487
0.0,0.3333333333333333,0.0,0.6994262643433914,0.6647524192978741,0.5780694486785533
1.0,0.0,0.4,0.23467002610649013,0.0887363141908597,0.02959307342656782
0.0,0.5,0.2,0.38072217837411204,0.41625485625485614,0.2720216995880058
0.0,0.3333333333333333,0.0,0.6819865217655273,0.5249947022674296,0.5394494304184493
0.0,0.3333333333333333,0.0,0.26271932487402083,0.10655576746485851,0.09608007540674525
0.0,0.3333333333333333,0.0,0.7595015481755812,0.7441096277459912,0.6848303185459755
0.0,0.5,0.2,0.35548843421771614,0.3880638553365826,0.3474782848312765
0.5,0.0,0.0,0.19475138121546964,0.02671116762025849,0.0063140771212355645
0.0,0.5,0.2,0.5338701353894725,0.571984177438723,0.5227016347535821
0.5,0.16666666666666666,0.2,0.30133264525529724,0.333612347248711,0.15988379511508782
0.0,0.3333333333333333,0.0,0.3583722906927328,0.3724772197499472,0.22962106554069872
1.0,0.0,0.4,0.3116158703175277,0.18346330437239544,0.06722360817622687
0.0,0.3333333333333333,0.0,0.34261732742395734,0.3595903086812179,0.2281050459000844
0.5,0.0,0.0,0.24966607977657695,0.10394080666807937,0.01581415376520602
1.0,0.0,0.4,0.23579321231254924,0.05649290103835558,0.01116963694259386
0.5,0.0,0.0,0.23534545564932297,0.15909867909867914,0.026156294568909166
0.5,0.16666666666666666,0.2,0.4359480298706818,0.38314120223211134,0.2617973675282173
1.0,0.0,0.4,0.1997677736628013,0.07846153846153847,0.025582048032563365
1.0,0.0,0.4,0.3096047598810029,0.21068164159073255,0.06697374053196285
0.5,0.16666666666666666,0.2,0.318392933033817,0.20118457300275494,0.147717918245798
0.5,0.0,0.0,0.23246918827029328,0.10595253231616863,0.010044309726252115
0.5,0.16666666666666666,0.2,0.3011353287596382,0.15407219043582687,0.12249818220563717
0.0,0.5,0.2,0.3812154696132596,0.4016147488874763,0.3049840565142243
0.0,0.5,0.2,0.40017303138850113,0.37423182877728334,0.30771773380757905
0.0,0.5,0.2,0.5572217837411207,0.6075912975912975,0.548072079743538
1.0,0.0,0.4,0.25380213708943,0.15036165854347672,0.044268175274649005
0.5,0.16666666666666666,0.2,0.2920284135753749,0.19122978032068938,0.13094163404540882
1.0,0.0,0.4,0.22211007224819368,0.1251656424383698,0.024234036343486823
0.0,0.3333333333333333,0.0,0.644450853014389,0.6284438793529702,0.5100028573995674
1.0,0.0,0.4,0.2640929512476474,0.15201243201243198,0.038995480838597565
0.5,0.16666666666666666,0.2,0.2846214558921739,0.20369711096983834,0.1358935093856049
1.0,0.0,0.4,0.24608402647076677,0.10781874690965598,0.03695871344809577
0.5,0.16666666666666666,0.2,0.4078987311031509,0.3705714487532671,0.22712830932264538
0.0,0.3333333333333333,0.0,0.34864306963754477,0.148574556756375,0.11846637010342685
0.5,0.16666666666666666,0.2,0.3451976200594983,0.3120731793459067,0.18840504339703235
0.5,0.0,0.0,0.23641551818347406,0.15287490287490302,0.026052230609254157
0.0,0.3333333333333333,0.0,0.26171756420375203,0.112131807586353,0.08708476756560342
0.5,0.16666666666666666,0.2,0.2941002367797948,0.2308744790562972,0.1255166731363634
0.0,0.3333333333333333,0.0,0.9236233379879789,0.7598114007204918,0.8103561155313728
0.0,0.5,0.2,0.6134418068119724,0.5870834216288762,0.5794996335237546
0.5,0.16666666666666666,0.2,0.33873171027867166,0.2592477219749948,0.17115663868843306
0.5,0.16666666666666666,0.2,0.3089217412421833,0.17422617786254158,0.13590480163025054
0.5,0.0,0.0,0.277776091312003,0.09111534929716747,0.023522780949671473
1.0,0.0,0.4,0.2770854835771962,0.1396086741541287,0.04491774048895496
0.0,0.6666666666666666,0.4,0.5319804504887379,0.5958423394787032,0.4852157467191163
1.0,0.0,0.4,0.2863745370651448,0.14813095994914172,0.0503985503231366
1.0,0.0,0.4,0.24320016999575,0.1299392526665255,0.09473557516478483
0.0,1.0,0.4,0.14127861089187055,0.30707918344282004,0.20561115633301547
0.0,0.5,0.2,0.40638091190577386,0.3411690329872149,0.3122072038354096
0.0,0.3333333333333333,0.0,0.3997328638212615,0.5159737232464506,0.28686735298472993
0.5,0.16666666666666666,0.2,0.2568908991560924,0.1602768948223494,0.12015993294595285
0.0,0.3333333333333333,0.0,0.46507498026835037,0.413139789503426,0.3018827419458813
0.0,0.5,0.2,0.7036913362880214,0.5756346683619412,0.689759529186946
0.0,0.5,0.2,0.3329488191366644,0.16507875962421426,0.1491577079516947
0.0,0.3333333333333333,0.0,0.6723180134782344,0.5557010666101577,0.5843487504542464
0.5,0.16666666666666666,0.2,0.2999969643616053,0.17451578724306005,0.14369702727781858
0.0,0.3333333333333333,0.0,0.9999999999999999,0.8786819241364697,0.8539462927816429
0.0,0.5,0.2,0.3531661708457289,0.3688775870594053,0.29476145175739504
0.5,0.16666666666666666,0.2,0.3087244247465243,0.24534647171010804,0.13030901476036805
0.0,0.5,0.2,0.41887256390018834,0.38257187257187264,0.36761355094754394
0.0,0.5,0.2,0.6867524740452916,0.6296757787666881,0.5360509659372366
0.0,0.5,0.2,0.8263463056280734,0.7067987567987569,0.7425103362508594
0.0,0.3333333333333333,0.0,0.3714862485580718,0.39921522921522923,0.2598346063852746
0.0,0.5,0.2,0.8231285289296341,0.6405862824044642,0.7450329078775827
0.0,0.3333333333333333,0.0,0.264980875478113,0.16351557533375727,0.123531176940041
0.0,0.3333333333333333,0.0,0.46049116629227116,0.38624072896800177,0.2704791064085545
0.5,0.0,0.0,0.1934308785137514,0.052934943844034854,0.01565971877262813
0.0,0.3333333333333333,0.0,0.2900173031388501,0.09779755597937423,0.08196566418221064
0.0,0.3333333333333333,0.0,0.26629378908384427,0.12913541004450102,0.12717469522973895
0.0,0.3333333333333333,0.0,0.6886952826179343,0.5473589037225403,0.5477289711499504
0.0,0.3333333333333333,0.0,0.6829882824357963,0.7078328741965106,0.575242737779175
0.0,0.6666666666666666,0.4,0.6152631898488251,0.5816359398177581,0.5174999721030283
0.0,0.3333333333333333,0.0,0.338291542711432,0.3646386946386947,0.2752171697096759
0.0,0.3333333333333333,0.0,0.6341600388561716,0.671953097407643,0.6009658527712008
0.0,0.5,0.2,0.33032299192520187,0.14736526100162473,0.16884425682263077
0.0,0.5,0.2,0.5713375022767287,0.6073864519319067,0.5602116201086037
0.0,0.5,0.2,0.43300346062777006,0.31827223281768735,0.37485075868589895
0.5,0.0,0.0,0.22229221055187898,0.04993713357349727,0.013083944342782053
0.5,0.0,0.0,0.1980146924898305,0.014986225895316951,0.0036087256500506176
0.5,0.16666666666666666,0.2,0.3502671361787383,0.2624108215017308,0.1583216882347111
0.0,0.3333333333333333,0.0,0.5735231619209519,0.5008949636222363,0.4369545285722561
0.5,0.16666666666666666,0.2,0.26686297128286085,0.28173836264745356,0.14425566275424634
0.5,0.0,0.0,0.22129044988160995,0.09116550116550115,0.012477509820142382
0.5,0.0,0.0,0.23259061380608337,0.10212333121424033,0.014198897389699927
0.5,0.16666666666666666,0.2,0.32529901038188325,0.2796538814720634,0.16331032234972143
0.0,0.5,0.2,0.7282344727096107,0.567016317016317,0.6574840564796671
0.0,0.5,0.2,0.72070608949062,0.6065917920463376,0.7010276150218776
0.0,0.5,0.2,0.4968884706453768,0.5623154623154624,0.423276939348221
0.0,0.3333333333333333,0.0,0.546278307328031,0.5806583315674226,0.36943445995386975
1.0,0.0,0.4,0.2790358812458259,0.18014268559723112,0.05564388319183895
0.0,0.3333333333333333,0.0,0.656760366705118,0.6183958465776648,0.5972804260925371
0.0,0.3333333333333333,0.0,0.3761307753020461,0.3874083492265311,0.23075583242494235
0.5,0.16666666666666666,0.2,0.31192702325299015,0.2856339619975984,0.16009873344048886
0.5,0.0,0.0,0.23943597838625463,0.1181556827011373,0.0364277338487297
0.0,0.5,0.2,0.27916489587760307,0.12241082150173066,0.08155516963597363
1.0,0.0,0.4,0.27627345030659944,0.09427350427350445,0.04184618597574928
0.0,0.6666666666666666,0.4,0.7159401372108553,0.5872472981563891,0.5405423639788203
0.5,0.16666666666666666,0.2,0.24125736142310716,0.19731157731157734,0.11391426002202719
0.0,0.3333333333333333,0.0,0.6318377754841843,0.5188005933460479,0.49202573037523084
0.0,0.5,0.2,0.2743913545018518,0.11327470509288695,0.11174721223460342
0.0,0.3333333333333333,0.0,0.37556918219901647,0.2370021897294624,0.1866249489740303
0.0,0.5,0.2,0.7837866553336165,0.6544317298862753,0.6898374842551116
0.0,0.6666666666666666,0.4,0.47286139275089545,0.444783499328954,0.4125620737034032
0.5,0.16666666666666666,0.2,0.3733076315949243,0.31084551811824535,0.2034869144924003
0.5,0.16666666666666666,0.2,0.25756632869892526,0.055261001624637984,0.04247787844553684
0.0,0.3333333333333333,0.0,0.7061502033877723,0.5499385463021828,0.6127497217701944
0.5,0.16666666666666666,0.2,0.5087578167688666,0.4982355018718655,0.33117991230875127
0.5,0.16666666666666666,0.2,0.36898184688239943,0.38274987638624014,0.20554881275867032
0.0,0.3333333333333333,0.0,0.38912330763159486,0.42843045843045846,0.2369612338872168
1.0,0.0,0.4,0.23190759516726356,0.0757943067033977,0.02914923001950094
0.5,0.16666666666666666,0.2,0.3223392629469978,0.2528120364484002,0.15747026046394624
0.0,0.3333333333333333,0.0,0.7932578471252504,0.5911541993360175,0.7556823592216757
0.0,0.3333333333333333,0.0,0.4773161920951977,0.33452426361517273,0.32846362557051856
0.0,0.3333333333333333,0.0,0.4349462692004128,0.45054672600127155,0.2774136017928693
0.0,0.5,0.2,0.23133082387226023,0.062244825881189514,0.036879190629035094
1.0,0.0,0.4,0.24131807419100237,0.08577240940877318,0.033775383973985315
1.0,0.0,0.4,0.22023556553943302,0.08311153492971679,0.036981740083802325
0.0,0.5,0.2,0.2618389897395422,0.14079324715688357,0.12232909935419926
